,districtcode,schoolyear,districtname,8th_math_percentmet,attendance,teacher_min_effective_percentage,Estimate Median household income in the past 12 months (in 2018 inflation-adjusted dollars),fundbalanceas%ofexpenditure,"Estimate Total Living in household with Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months"
953,67060,2018-2019,Reed City Area Public Schools,33.9,96.62,1.11,41329,23.21,750
954,67060,2020-2021,Reed City Area Public Schools,40.0,88.94,0.0,41329,32.96,750
955,69020,2015-2016,Gaylord Community Schools,43.3,94.68,2.76,53590,23.74,1482
956,69020,2016-2017,Gaylord Community Schools,41.1,94.54,1.66,53590,21.45,1482
957,69020,2017-2018,Gaylord Community Schools,47.8,94.53,1.65,53590,22.26,1482
958,69020,2018-2019,Gaylord Community Schools,43.1,93.89,0.0,53590,20.35,1482
959,69020,2020-2021,Gaylord Community Schools,43.8,92.76,0.35,53590,21.83,1482
960,70010,2015-2016,Grand Haven Area Public Schools,49.1,95.46,1.52,64830,8.84,1260
961,70010,2016-2017,Grand Haven Area Public Schools,65.9,95.34,0.0,64830,10.09,1260
962,70010,2017-2018,Grand Haven Area Public Schools,47.2,94.52,0.25,64830,10.63,1260
963,70010,2018-2019,Grand Haven Area Public Schools,59.9,95.16,0.26,64830,11.8,1260
964,70010,2020-2021,Grand Haven Area Public Schools,50.1,87.34,0.0,64830,13.39,1260
965,70070,2015-2016,West Ottawa Public School District,39.3,95.79,0.43,67904,19.21,2637
966,70070,2016-2017,West Ottawa Public School District,34.35,95.59,3.64,67904,21.71,2637
967,70070,2017-2018,West Ottawa Public School District,31.3,93.61,1.07,67904,22.69,2637
968,70070,2018-2019,West Ottawa Public School District,38.599999999999994,93.65,0.42,67904,21.62,2637
969,70070,2020-2021,West Ottawa Public School District,36.85,92.85,0.19,67904,26.17,2637
970,70190,2015-2016,Hudsonville Public School District,64.3,96.82,0.0,79786,14.51,655
971,70190,2016-2017,Hudsonville Public School District,67.35,96.52,0.25,79786,14.52,655
972,70190,2017-2018,Hudsonville Public School District,63.55,96.38,0.47,79786,13.46,655
973,70190,2018-2019,Hudsonville Public School District,67.6,95.56,0.44,79786,15.45,655
974,70190,2020-2021,Hudsonville Public School District,54.25,95.29,0.18,79786,21.22,655
975,70300,2015-2016,Spring Lake Public Schools,72.2,96.73,0.0,74428,9.72,128
976,70300,2016-2017,Spring Lake Public Schools,67.8,96.59,0.0,74428,9.59,128
977,70300,2017-2018,Spring Lake Public Schools,68.1,94.68,0.0,74428,9.57,128
978,70300,2018-2019,Spring Lake Public Schools,77.3,94.69,0.6,74428,8.98,128
979,70300,2020-2021,Spring Lake Public Schools,68.9,94.83,1.25,74428,12.36,128
980,70350,2015-2016,Zeeland Public Schools,47.95,96.49,0.25,71014,4.04,488
981,70350,2016-2017,Zeeland Public Schools,51.75,96.19,0.0,71014,6.91,488
982,70350,2017-2018,Zeeland Public Schools,53.2,95.25,0.0,71014,9.24,488
983,70350,2018-2019,Zeeland Public Schools,55.65,95.62,0.0,71014,13.09,488
984,70350,2020-2021,Zeeland Public Schools,37.15,96.51,0.15,71014,17.22,488
990,73040,2015-2016,Saginaw Township Community Schools,27.2,93.88,0.37,51842,21.24,1197
991,73040,2016-2017,Saginaw Township Community Schools,25.4,93.51,0.0,51842,20.95,1197
992,73040,2017-2018,Saginaw Township Community Schools,25.7,93.11,0.0,51842,19.3,1197
993,73040,2018-2019,Saginaw Township Community Schools,33.3,92.95,0.35,51842,20.85,1197
994,73040,2020-2021,Saginaw Township Community Schools,28.4,92.29,0.38,51842,19.89,1197
995,73110,2015-2016,Chesaning Union Schools,47.4,93.49,0.0,50189,9.38,518
996,73110,2016-2017,Chesaning Union Schools,46.4,93.91,0.0,50189,8.81,518
997,73110,2017-2018,Chesaning Union Schools,42.7,93.07,1.85,50189,9.47,518
998,73110,2018-2019,Chesaning Union Schools,45.3,93.16,1.12,50189,10.55,518
999,73110,2020-2021,Chesaning Union Schools,54.9,92.94,0.0,50189,16.56,518
1000,73180,2015-2016,Bridgeport-Spaulding Community School District,2.5,91.55,0.0,37518,-3.47,1858
1001,73180,2016-2017,Bridgeport-Spaulding Community School District,2.5,92.02,0.0,37518,3.48,1858
1002,73180,2017-2018,Bridgeport-Spaulding Community School District,2.5,90.00,0.0,37518,7.82,1858
1003,73180,2018-2019,Bridgeport-Spaulding Community School District,12.4,89.02,6.02,37518,8.69,1858
1004,73180,2020-2021,Bridgeport-Spaulding Community School District,6.7,95.33,5.13,37518,22.45,1858
1005,73190,2015-2016,Frankenmuth School District,53.5,96.68,0.0,70268,38.48,84
1006,73190,2016-2017,Frankenmuth School District,52.2,96.39,0.0,70268,40.16,84
1007,73190,2017-2018,Frankenmuth School District,58.3,96.15,0.0,70268,38.13,84
1008,73190,2018-2019,Frankenmuth School District,51.6,96.15,0.0,70268,37.88,84
1009,73190,2020-2021,Frankenmuth School District,44.7,88.14,0.0,70268,40.73,84
1010,73200,2015-2016,Freeland Community School District,44.3,96.42,0.0,83731,20.87,167
1011,73200,2016-2017,Freeland Community School District,44.4,95.89,0.0,83731,21.13,167
1012,73200,2017-2018,Freeland Community School District,48.7,95.35,0.0,83731,19.87,167
1013,73200,2018-2019,Freeland Community School District,53.5,95.60,0.5,83731,22.05,167
1014,73200,2020-2021,Freeland Community School District,53.3,93.41,0.36,83731,23.85,167
1015,73210,2015-2016,Hemlock Public School District,28.7,96.59,0.0,60112,10.38,296
1016,73210,2016-2017,Hemlock Public School District,44.7,96.19,0.0,60112,15.51,296
1017,73210,2017-2018,Hemlock Public School District,26.6,96.24,0.0,60112,17.72,296
1018,73210,2018-2019,Hemlock Public School District,56.8,95.85,1.35,60112,23.38,296
1019,73210,2020-2021,Hemlock Public School District,30.7,90.55,1.25,60112,29.21,296
1020,73230,2015-2016,Merrill Community Schools,38.6,95.47,0.0,52321,12.1,341
1021,73230,2016-2017,Merrill Community Schools,32.7,94.83,3.92,52321,9.84,341
1022,73230,2017-2018,Merrill Community Schools,17.4,95.27,1.89,52321,4.43,341
1023,73230,2018-2019,Merrill Community Schools,39.0,94.99,0.0,52321,9.21,341
1024,73230,2020-2021,Merrill Community Schools,17.9,94.57,0.0,52321,21.0,341
1035,74010,2015-2016,Port Huron Area School District,22.0,94.57,0.52,46671,8.09,5340
1036,74010,2016-2017,Port Huron Area School District,25.2,93.52,0.0,46671,9.38,5340
1037,74010,2017-2018,Port Huron Area School District,17.0,92.80,1.9,46671,10.48,5340
1038,74010,2018-2019,Port Huron Area School District,30.899999999999995,92.38,0.0,46671,12.98,5340
1039,74010,2020-2021,Port Huron Area School District,25.0,96.18,0.46,46671,24.09,5340
1040,74050,2015-2016,East China School District,34.45,95.94,0.0,63739,10.31,746
1041,74050,2016-2017,East China School District,39.05,95.56,1.14,63739,10.38,746
1042,74050,2017-2018,East China School District,38.349999999999994,95.28,0.34,63739,9.03,746
1043,74050,2018-2019,East China School District,45.55,95.15,0.0,63739,9.76,746
1044,74050,2020-2021,East China School District,35.400000000000006,93.56,0.0,63739,15.92,746
1045,74100,2015-2016,Marysville Public Schools,39.0,96.29,0.7,64603,12.87,667
1046,74100,2016-2017,Marysville Public Schools,33.3,95.54,1.38,64603,13.31,667
1047,74100,2017-2018,Marysville Public Schools,48.0,95.46,0.0,64603,12.39,667
1048,74100,2018-2019,Marysville Public Schools,51.8,95.17,0.0,64603,14.82,667
1049,74100,2020-2021,Marysville Public Schools,40.0,95.96,0.0,64603,35.4,667
1050,75010,2015-2016,Sturgis Public Schools,30.2,92.10,1.0,44187,15.38,1469
1051,75010,2016-2017,Sturgis Public Schools,33.7,95.55,0.0,44187,13.14,1469
1052,75010,2017-2018,Sturgis Public Schools,28.6,93.00,0.0,44187,14.35,1469
1053,75010,2018-2019,Sturgis Public Schools,23.4,94.66,0.0,44187,18.91,1469
1054,75010,2020-2021,Sturgis Public Schools,17.3,90.13,0.0,44187,22.85,1469
1055,75050,2015-2016,Constantine Public School District,27.7,91.97,6.19,55063,13.22,350
1056,75050,2016-2017,Constantine Public School District,21.6,92.60,3.45,55063,22.51,350
1057,75050,2017-2018,Constantine Public School District,23.7,91.07,2.11,55063,22.51,350
1058,75050,2018-2019,Constantine Public School District,28.7,93.06,2.84,55063,26.2,350
1059,75050,2020-2021,Constantine Public School District,20.5,90.28,1.8,55063,41.29,350
1060,75060,2015-2016,Mendon Community School District,13.0,98.50,0.0,62600,10.4,85
1061,75060,2016-2017,Mendon Community School District,13.0,98.25,0.0,62600,11.59,85
1062,75060,2017-2018,Mendon Community School District,16.7,91.78,3.85,62600,8.7,85
1063,75060,2018-2019,Mendon Community School District,41.7,93.79,7.89,62600,12.21,85
1064,75060,2020-2021,Mendon Community School District,22.5,93.18,0.0,62600,36.2,85
1065,75080,2015-2016,Three Rivers Community Schools,12.0,94.56,1.22,51403,18.3,1252
1066,75080,2016-2017,Three Rivers Community Schools,13.6,94.33,1.25,51403,19.34,1252
1067,75080,2017-2018,Three Rivers Community Schools,18.4,94.15,1.46,51403,21.73,1252
1068,75080,2018-2019,Three Rivers Community Schools,27.5,94.75,0.0,51403,15.64,1252
1069,75080,2020-2021,Three Rivers Community Schools,26.5,88.92,0.35,51403,11.64,1252
1070,77010,2015-2016,Manistique Area Schools,18.6,94.92,0.0,40280,7.0,515
1071,77010,2016-2017,Manistique Area Schools,20.3,93.32,1.82,40280,9.72,515
1072,77010,2017-2018,Manistique Area Schools,15.7,93.84,0.0,40280,13.73,515
1073,77010,2018-2019,Manistique Area Schools,50.0,92.82,0.0,40280,18.06,515
1074,77010,2020-2021,Manistique Area Schools,34.3,93.40,0.84,40280,32.8,515
1075,78020,2015-2016,Byron Area Schools,31.4,95.67,0.0,68993,10.56,342
1076,78020,2016-2017,Byron Area Schools,26.9,96.54,5.26,68993,8.99,342
1077,78020,2017-2018,Byron Area Schools,33.3,95.22,0.0,68993,9.29,342
1078,78020,2018-2019,Byron Area Schools,46.2,95.29,3.51,68993,8.6,342
1079,78020,2020-2021,Byron Area Schools,29.6,94.39,1.89,68993,16.44,342
1080,78110,2015-2016,Owosso Public Schools,14.3,94.32,1.12,45664,13.35,1826
1081,78110,2016-2017,Owosso Public Schools,14.4,93.93,0.55,45664,13.22,1826
1082,78110,2017-2018,Owosso Public Schools,16.9,92.70,2.06,45664,11.55,1826
1083,78110,2018-2019,Owosso Public Schools,33.9,92.32,0.52,45664,14.69,1826
1084,78110,2020-2021,Owosso Public Schools,22.4,88.27,0.0,45664,17.99,1826
1085,79020,2015-2016,Caro Community Schools,27.1,95.17,3.85,45293,26.96,595
1086,79020,2016-2017,Caro Community Schools,23.0,95.10,0.0,45293,26.09,595
1087,79020,2017-2018,Caro Community Schools,21.7,94.55,2.04,45293,29.87,595
1088,79020,2018-2019,Caro Community Schools,41.4,94.76,1.94,45293,29.46,595
1089,79020,2020-2021,Caro Community Schools,21.8,94.82,0.0,45293,35.38,595
1090,79090,2015-2016,Mayville Community School District,5.0,92.15,6.38,48649,5.21,588
1091,79090,2016-2017,Mayville Community School District,17.1,91.07,0.0,48649,8.12,588
1092,79090,2017-2018,Mayville Community School District,10.2,93.35,0.0,48649,11.36,588
1093,79090,2018-2019,Mayville Community School District,13.5,94.22,0.0,48649,16.77,588
1094,79090,2020-2021,Mayville Community School District,14.6,94.30,0.0,48649,33.5,588
1095,79110,2015-2016,Reese Public Schools,29.6,96.28,5.08,55266,14.61,436
1096,79110,2016-2017,Reese Public Schools,28.1,95.99,9.23,55266,15.07,436
1097,79110,2017-2018,Reese Public Schools,28.4,96.22,6.35,55266,15.15,436
1098,79110,2018-2019,Reese Public Schools,37.5,95.67,3.03,55266,16.08,436
1099,79110,2020-2021,Reese Public Schools,34.0,94.89,6.35,55266,17.74,436
1100,80010,2015-2016,South Haven Public Schools,38.3,94.82,3.52,48420,15.11,870
1101,80010,2016-2017,South Haven Public Schools,35.2,95.10,2.17,48420,16.33,870
1102,80010,2017-2018,South Haven Public Schools,27.9,92.80,1.25,48420,15.98,870
1103,80010,2018-2019,South Haven Public Schools,29.5,91.49,1.27,48420,15.93,870
1104,80010,2020-2021,South Haven Public Schools,18.1,94.70,0.0,48420,15.18,870
1105,80040,2015-2016,Covert Public Schools,10.0,94.31,0.0,33004,79.69,249
1106,80040,2016-2017,Covert Public Schools,10.0,94.52,3.7,33004,99.66,249
1107,80040,2017-2018,Covert Public Schools,10.0,91.29,0.0,33004,24.43,249
1108,80040,2018-2019,Covert Public Schools,28.0,91.54,6.67,33004,75.66,249
1109,80040,2020-2021,Covert Public Schools,10.0,46.38,0.0,33004,138.58,249
1110,80090,2015-2016,Bloomingdale Public School District,13.5,96.34,1.32,42446,8.13,551
1111,80090,2016-2017,Bloomingdale Public School District,6.8,96.57,2.7,42446,9.16,551
1112,80090,2017-2018,Bloomingdale Public School District,13.0,91.92,2.6,42446,10.04,551
1113,80090,2018-2019,Bloomingdale Public School District,14.3,93.03,0.0,42446,10.72,551
1114,80090,2020-2021,Bloomingdale Public School District,11.3,89.39,0.0,42446,20.62,551
1115,80140,2015-2016,Lawton Community School District,32.8,96.13,2.78,53529,30.05,433
1116,80140,2016-2017,Lawton Community School District,12.5,96.11,2.63,53529,30.37,433
1117,80140,2017-2018,Lawton Community School District,26.9,94.13,0.0,53529,29.22,433
1118,80140,2018-2019,Lawton Community School District,42.5,94.77,0.0,53529,29.23,433
1119,80140,2020-2021,Lawton Community School District,20.0,94.61,0.0,53529,34.81,433
1120,80150,2015-2016,Mattawan Consolidated School,44.8,96.06,1.02,91449,8.51,427
1121,80150,2016-2017,Mattawan Consolidated School,48.2,95.83,1.01,91449,8.68,427
1122,80150,2017-2018,Mattawan Consolidated School,41.4,94.88,0.66,91449,8.7,427
1123,80150,2018-2019,Mattawan Consolidated School,55.5,95.19,0.33,91449,11.15,427
1124,80150,2020-2021,Mattawan Consolidated School,47.4,94.10,0.29,91449,22.68,427
1125,8030,2015-2016,Hastings Area School District,28.0,95.72,2.55,55527,11.82,703
1126,8030,2016-2017,Hastings Area School District,23.0,94.84,0.0,55527,11.19,703
1127,8030,2017-2018,Hastings Area School District,22.6,94.39,0.61,55527,11.87,703
1128,8030,2018-2019,Hastings Area School District,38.6,94.72,1.3,55527,12.47,703
1129,8030,2020-2021,Hastings Area School District,41.1,92.47,1.81,55527,15.29,703
1130,8050,2015-2016,Thornapple Kellogg School District,33.0,95.46,0.0,69434,10.65,530
1131,8050,2016-2017,Thornapple Kellogg School District,41.8,96.17,0.64,69434,11.19,530
1132,8050,2017-2018,Thornapple Kellogg School District,37.7,95.69,0.51,69434,11.24,530
1133,8050,2018-2019,Thornapple Kellogg School District,48.5,95.81,1.51,69434,12.02,530
1134,8050,2020-2021,Thornapple Kellogg School District,45.8,95.88,0.0,69434,16.53,530
1135,81010,2015-2016,Ann Arbor Public Schools,61.92,96.06,1.24,70232,10.21,2849
1136,81010,2016-2017,Ann Arbor Public Schools,63.08,95.47,0.91,70232,8.5,2849
1137,81010,2017-2018,Ann Arbor Public Schools,59.92,92.92,1.89,70232,7.19,2849
1138,81010,2018-2019,Ann Arbor Public Schools,64.22,94.40,1.16,70232,6.86,2849
1139,81010,2020-2021,Ann Arbor Public Schools,58.44,96.55,0.0,70232,8.41,2849
1140,81020,2015-2016,Ypsilanti Community Schools,27.6,93.73,1.52,41277,9.63,4919
1141,81020,2016-2017,Ypsilanti Community Schools,20.55,92.13,4.2,41277,11.67,4919
1142,81020,2017-2018,Ypsilanti Community Schools,20.2,91.30,7.69,41277,12.22,4919
1143,81020,2018-2019,Ypsilanti Community Schools,24.8,90.68,4.81,41277,10.75,4919
1144,81020,2020-2021,Ypsilanti Community Schools,10.0,79.64,2.04,41277,11.88,4919
1145,81040,2015-2016,Chelsea School District,51.6,96.25,0.0,87109,20.35,270
1146,81040,2016-2017,Chelsea School District,66.1,96.21,0.0,87109,19.64,270
1147,81040,2017-2018,Chelsea School District,58.5,94.89,0.0,87109,20.63,270
1148,81040,2018-2019,Chelsea School District,67.6,94.06,0.0,87109,20.39,270
1149,81040,2020-2021,Chelsea School District,73.6,94.33,0.0,87109,20.93,270
1150,81050,2015-2016,Dexter Community School District,59.4,96.27,0.42,108315,17.31,123
1151,81050,2016-2017,Dexter Community School District,53.9,96.83,0.0,108315,17.38,123
1152,81050,2017-2018,Dexter Community School District,61.3,95.79,0.3,108315,17.76,123
1153,81050,2018-2019,Dexter Community School District,71.4,95.83,0.0,108315,19.7,123
1154,81050,2020-2021,Dexter Community School District,53.8,97.57,0.0,108315,26.97,123
1155,81070,2015-2016,Lincoln Consolidated School District,28.1,93.58,0.53,72377,9.11,1552
1156,81070,2016-2017,Lincoln Consolidated School District,21.0,94.58,1.03,72377,12.55,1552
1157,81070,2017-2018,Lincoln Consolidated School District,24.9,94.60,0.47,72377,9.45,1552
1158,81070,2018-2019,Lincoln Consolidated School District,32.8,94.65,1.39,72377,9.48,1552
1159,81070,2020-2021,Lincoln Consolidated School District,21.8,87.82,1.23,72377,12.23,1552
1160,81100,2015-2016,Milan Area Schools,33.7,94.23,1.69,72948,12.53,369
1161,81100,2016-2017,Milan Area Schools,34.5,92.23,1.59,72948,14.74,369
1162,81100,2017-2018,Milan Area Schools,37.3,92.98,0.0,72948,18.83,369
1163,81100,2018-2019,Milan Area Schools,42.8,94.07,0.0,72948,20.59,369
1164,81100,2020-2021,Milan Area Schools,29.6,96.75,0.0,72948,23.48,369
1165,81120,2015-2016,Saline Area Schools,63.6,96.37,0.7,110321,5.77,684
1166,81120,2016-2017,Saline Area Schools,60.5,96.08,1.63,110321,5.7,684
1167,81120,2017-2018,Saline Area Schools,58.1,96.03,0.56,110321,4.72,684
1168,81120,2018-2019,Saline Area Schools,71.3,95.12,0.28,110321,4.63,684
1169,81120,2020-2021,Saline Area Schools,61.1,97.01,0.0,110321,15.64,684
1170,82020,2015-2016,Allen Park Public Schools,30.0,95.27,0.5,75469,6.1,518
1171,82020,2016-2017,Allen Park Public Schools,23.6,95.85,0.5,75469,3.47,518
1172,82020,2017-2018,Allen Park Public Schools,22.6,94.59,0.49,75469,3.5,518
1173,82020,2018-2019,Allen Park Public Schools,38.8,94.96,0.0,75469,10.86,518
1174,82020,2020-2021,Allen Park Public Schools,29.1,95.06,0.0,75469,13.42,518
1175,82030,2015-2016,Dearborn City School District,31.983333333333334,96.42,0.72,51451,6.98,14733
1176,82030,2016-2017,Dearborn City School District,43.41428571428571,96.37,0.86,51451,13.58,14733
1177,82030,2017-2018,Dearborn City School District,41.01428571428572,95.56,0.33,51451,13.52,14733
1178,82030,2018-2019,Dearborn City School District,49.357142857142854,95.36,0.58,51451,13.97,14733
1179,82030,2020-2021,Dearborn City School District,35.17142857142857,99.24,0.0,51451,12.91,14733
1190,82130,2015-2016,Romulus Community Schools,8.3,93.56,2.25,45849,9.18,2853
1191,82130,2016-2017,Romulus Community Schools,11.1,92.85,1.73,45849,11.44,2853
1192,82130,2017-2018,Romulus Community Schools,9.2,91.30,1.22,45849,14.75,2853
1193,82130,2018-2019,Romulus Community Schools,21.8,91.59,1.23,45849,13.16,2853
1194,82130,2020-2021,Romulus Community Schools,9.6,96.27,0.0,45849,17.69,2853
1195,82140,2015-2016,South Redford School District,19.4,95.00,1.97,57310,8.58,1798
1196,82140,2016-2017,South Redford School District,22.5,94.06,2.32,57310,13.42,1798
1197,82140,2017-2018,South Redford School District,21.5,91.30,0.95,57310,16.94,1798
1198,82140,2018-2019,South Redford School District,26.3,91.04,0.93,57310,18.97,1798
1199,82140,2020-2021,South Redford School District,12.5,95.82,0.0,57310,22.69,1798
1200,82150,2015-2016,Taylor School District,22.1,93.15,1.2,46864,1.11,6305
1201,82150,2016-2017,Taylor School District,18.45,88.64,1.53,46864,2.74,6305
1202,82150,2017-2018,Taylor School District,19.45,88.88,0.28,46864,2.85,6305
1203,82150,2018-2019,Taylor School District,23.549999999999997,88.24,1.01,46864,5.99,6305
1204,82150,2020-2021,Taylor School District,14.6,97.26,0.0,46864,12.36,6305
1205,82155,2015-2016,Trenton Public Schools,47.9,96.15,0.64,64770,17.92,549
1206,82155,2016-2017,Trenton Public Schools,46.3,96.19,0.0,64770,18.17,549
1207,82155,2017-2018,Trenton Public Schools,47.5,95.50,0.0,64770,17.75,549
1208,82155,2018-2019,Trenton Public Schools,46.1,95.30,0.0,64770,20.32,549
1209,82155,2020-2021,Trenton Public Schools,46.6,99.65,0.0,64770,18.78,549
1210,82160,2015-2016,Wayne-Westland Community School District,13.3,93.43,1.09,46732,4.87,6744
1211,82160,2016-2017,Wayne-Westland Community School District,13.3,92.82,1.25,46732,10.47,6744
1212,82160,2017-2018,Wayne-Westland Community School District,12.55,91.21,1.38,46732,15.42,6744
1213,82160,2018-2019,Wayne-Westland Community School District,18.85,91.04,0.27,46732,20.31,6744
1214,82160,2020-2021,Wayne-Westland Community School District,10.633333333333333,98.73,0.34,46732,20.03,6744
1215,82180,2015-2016,Flat Rock Community Schools,29.7,94.09,0.0,58827,18.83,717
1216,82180,2016-2017,Flat Rock Community Schools,23.0,93.50,0.0,58827,24.5,717
1217,82180,2017-2018,Flat Rock Community Schools,18.0,92.23,1.9,58827,27.68,717
1218,82180,2018-2019,Flat Rock Community Schools,29.5,91.59,0.94,58827,33.06,717
1219,82180,2020-2021,Flat Rock Community Schools,24.6,95.07,0.0,58827,44.84,717
1225,82290,2015-2016,Gibraltar School District,27.2,95.65,0.99,70952,3.62,716
1226,82290,2016-2017,Gibraltar School District,27.0,95.78,0.53,70952,14.46,716
1227,82290,2017-2018,Gibraltar School District,26.4,94.94,0.0,70952,21.68,716
1228,82290,2018-2019,Gibraltar School District,49.8,93.69,0.4,70952,29.09,716
1229,82290,2020-2021,Gibraltar School District,43.9,97.22,0.37,70952,34.33,716
1230,82300,2015-2016,Grosse Ile Township Schools,36.2,96.12,0.9,101196,-0.77,136
1231,82300,2016-2017,Grosse Ile Township Schools,40.7,95.40,2.91,101196,7.96,136
1232,82300,2017-2018,Grosse Ile Township Schools,49.4,94.71,0.6,101196,14.0,136
1233,82300,2018-2019,Grosse Ile Township Schools,62.4,95.21,2.68,101196,20.15,136
1234,82300,2020-2021,Grosse Ile Township Schools,50.5,99.56,0.0,101196,22.12,136
1235,82365,2015-2016,Woodhaven-Brownstown School District,25.1,95.20,0.35,61486,3.52,1730
1236,82365,2016-2017,Woodhaven-Brownstown School District,20.1,94.94,0.0,61486,8.26,1730
1237,82365,2017-2018,Woodhaven-Brownstown School District,26.8,94.44,0.0,61486,13.89,1730
1238,82365,2018-2019,Woodhaven-Brownstown School District,37.2,94.28,0.0,61486,17.03,1730
1239,82365,2020-2021,Woodhaven-Brownstown School District,45.2,98.78,0.0,61486,23.38,1730
1240,82390,2015-2016,Northville Public Schools,67.6,96.17,0.44,126750,26.17,388
1241,82390,2016-2017,Northville Public Schools,70.6,96.35,0.42,126750,26.64,388
1242,82390,2017-2018,Northville Public Schools,69.4,95.85,0.0,126750,30.96,388
1243,82390,2018-2019,Northville Public Schools,82.4,95.71,1.09,126750,33.19,388
1244,82390,2020-2021,Northville Public Schools,69.75,99.38,0.0,126750,31.32,388
1245,82400,2015-2016,Riverview Community School District,24.4,95.08,0.0,57161,8.21,338
1246,82400,2016-2017,Riverview Community School District,21.2,94.58,0.67,57161,8.71,338
1247,82400,2017-2018,Riverview Community School District,21.8,93.70,0.0,57161,10.04,338
1248,82400,2018-2019,Riverview Community School District,41.5,93.49,1.86,57161,12.02,338
1249,82400,2020-2021,Riverview Community School District,34.3,92.32,0.0,57161,19.49,338
1250,82405,2015-2016,Southgate Community School District,16.7,93.32,3.36,55114,1.0,1642
1251,82405,2016-2017,Southgate Community School District,18.5,93.46,1.14,55114,5.67,1642
1252,82405,2017-2018,Southgate Community School District,19.6,92.81,0.77,55114,5.14,1642
1253,82405,2018-2019,Southgate Community School District,30.2,92.99,0.41,55114,7.09,1642
1254,82405,2020-2021,Southgate Community School District,30.3,97.45,1.27,55114,15.37,1642
1255,82430,2015-2016,Van Buren Public Schools,22.2,94.21,3.83,57675,19.45,3039
1256,82430,2016-2017,Van Buren Public Schools,23.4,94.37,2.09,57675,21.73,3039
1257,82430,2017-2018,Van Buren Public Schools,21.2,92.70,2.08,57675,15.64,3039
1258,82430,2018-2019,Van Buren Public Schools,32.1,92.11,3.9,57675,17.42,3039
1259,82430,2020-2021,Van Buren Public Schools,26.5,97.35,2.56,57675,25.01,3039
1260,83060,2015-2016,Manton Consolidated Schools,42.3,95.45,0.0,43172,17.57,490
1261,83060,2016-2017,Manton Consolidated Schools,27.8,95.34,0.0,43172,17.62,490
1262,83060,2017-2018,Manton Consolidated Schools,50.0,94.20,4.23,43172,17.01,490
1263,83060,2018-2019,Manton Consolidated Schools,38.7,93.73,0.0,43172,18.42,490
1264,83060,2020-2021,Manton Consolidated Schools,24.1,90.28,0.0,43172,16.11,490
1265,9010,2015-2016,Bay City School District,25.85,94.56,0.9,46509,5.71,4372
1266,9010,2016-2017,Bay City School District,23.299999999999997,95.63,0.45,46509,8.86,4372
1267,9010,2017-2018,Bay City School District,23.450000000000003,91.98,0.67,46509,11.03,4372
1268,9010,2018-2019,Bay City School District,36.95,91.76,0.22,46509,16.23,4372
1269,9010,2020-2021,Bay City School District,29.799999999999997,97.77,0.0,46509,18.19,4372
1270,9030,2015-2016,Bangor Township Schools,31.6,95.47,0.0,45257,13.65,1281
1271,9030,2016-2017,Bangor Township Schools,28.8,94.93,0.73,45257,14.24,1281
1272,9030,2017-2018,Bangor Township Schools,29.2,94.58,0.0,45257,16.16,1281
1273,9030,2018-2019,Bangor Township Schools,40.5,95.94,0.0,45257,17.16,1281
1274,9030,2020-2021,Bangor Township Schools,33.3,92.63,0.0,45257,22.31,1281
1275,9090,2015-2016,Pinconning Area Schools,28.4,94.38,0.0,51977,10.86,679
1276,9090,2016-2017,Pinconning Area Schools,29.2,93.76,0.0,51977,12.01,679
1277,9090,2017-2018,Pinconning Area Schools,32.6,93.94,0.0,51977,11.57,679
1278,9090,2018-2019,Pinconning Area Schools,48.8,94.05,1.04,51977,12.96,679
1279,9090,2020-2021,Pinconning Area Schools,29.2,82.76,0.46,51977,21.99,679
