,districtcode,schoolyear,districtname,8th_math_percentmet,english_language_learners_enrollment,attendance,english_language_learners_enrollment,admin_min_effective_percentage,teacher_min_effective_percentage,Estimate Median household income in the past 12 months (in 2018 inflation-adjusted dollars),Estimate Total Bachelor's degree,Estimate Total Master's degree,fundbalanceas%ofexpenditure,"Estimate Total Living in household with Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months"
730,56020,2015-2016,Bullock Creek School District,39.4,5,96.24,5,0.0,0.0,58547,1002,310,9.57,552
731,56020,2016-2017,Bullock Creek School District,35.0,5,96.00,5,0.0,0.0,58547,1002,310,9.19,552
732,56020,2017-2018,Bullock Creek School District,43.2,5,95.79,5,0.0,0.0,58547,1002,310,9.06,552
733,56020,2018-2019,Bullock Creek School District,57.4,5,95.86,5,0.0,0.0,58547,1002,310,8.48,552
734,56020,2020-2021,Bullock Creek School District,37.5,10,98.20,10,0.0,0.0,58547,1002,310,12.65,552
735,57020,2015-2016,Lake City Area School District,38.6,5,94.07,5,0.0,1.59,42841,535,208,13.37,636
736,57020,2016-2017,Lake City Area School District,30.0,5,93.26,5,0.0,1.47,42841,535,208,13.5,636
737,57020,2017-2018,Lake City Area School District,20.0,5,92.39,5,0.0,1.39,42841,535,208,14.55,636
738,57020,2018-2019,Lake City Area School District,33.3,17,91.55,17,0.0,0.0,42841,535,208,11.22,636
739,57020,2020-2021,Lake City Area School District,33.8,13,87.26,13,0.0,0.0,42841,535,208,14.52,636
740,58010,2015-2016,Monroe Public Schools,22.5,138,94.12,138,0.0,0.32,51473,3901,1852,11.38,3474
741,58010,2016-2017,Monroe Public Schools,20.5,135,93.72,135,0.0,0.67,51473,3901,1852,10.54,3474
742,58010,2017-2018,Monroe Public Schools,22.5,150,92.75,150,0.0,0.34,51473,3901,1852,12.7,3474
743,58010,2018-2019,Monroe Public Schools,25.2,144,92.54,144,0.0,0.0,51473,3901,1852,14.7,3474
744,58010,2020-2021,Monroe Public Schools,42.4,124,89.64,124,0.0,0.0,51473,3901,1852,25.34,3474
745,58050,2015-2016,Dundee Community Schools,32.5,5,95.16,5,0.0,0.0,61652,788,334,24.2,391
746,58050,2016-2017,Dundee Community Schools,23.6,5,95.66,5,0.0,4.44,61652,788,334,23.82,391
747,58050,2017-2018,Dundee Community Schools,40.9,5,95.33,5,0.0,0.0,61652,788,334,21.21,391
748,58050,2018-2019,Dundee Community Schools,59.8,5,95.57,5,0.0,0.0,61652,788,334,16.81,391
749,58050,2020-2021,Dundee Community Schools,36.7,5,98.51,5,0.0,0.0,61652,788,334,15.51,391
750,58070,2015-2016,Ida Public School District,37.5,5,95.03,5,0.0,0.0,84536,669,219,30.09,160
751,58070,2016-2017,Ida Public School District,29.7,5,98.18,5,0.0,0.0,84536,669,219,27.45,160
752,58070,2017-2018,Ida Public School District,37.4,5,95.95,5,0.0,0.0,84536,669,219,31.19,160
753,58070,2018-2019,Ida Public School District,56.2,5,94.46,5,0.0,0.0,84536,669,219,31.98,160
754,58070,2020-2021,Ida Public School District,34.6,5,95.52,5,0.0,1.19,84536,669,219,26.11,160
755,59070,2015-2016,Greenville Public Schools,29.5,94,95.27,94,0.0,0.45,49613,1866,683,5.7,1256
756,59070,2016-2017,Greenville Public Schools,34.1,87,95.54,87,0.0,1.86,49613,1866,683,6.56,1256
757,59070,2017-2018,Greenville Public Schools,37.1,83,95.09,83,0.0,2.36,49613,1866,683,7.31,1256
758,59070,2018-2019,Greenville Public Schools,40.9,64,94.64,64,0.0,2.97,49613,1866,683,8.21,1256
759,59070,2020-2021,Greenville Public Schools,30.6,46,92.49,46,0.0,2.59,49613,1866,683,11.55,1256
760,59080,2015-2016,Tri County Area Schools,26.3,13,94.94,13,0.0,0.0,55319,899,322,12.74,571
761,59080,2016-2017,Tri County Area Schools,21.7,11,94.15,11,0.0,0.0,55319,899,322,11.56,571
762,59080,2017-2018,Tri County Area Schools,36.0,11,93.69,11,0.0,0.85,55319,899,322,12.54,571
763,59080,2018-2019,Tri County Area Schools,32.9,13,93.89,13,0.0,0.0,55319,899,322,14.52,571
764,59080,2020-2021,Tri County Area Schools,19.6,5,94.15,5,0.0,0.0,55319,899,322,17.61,571
765,59125,2015-2016,Central Montcalm Public Schools,30.6,35,93.14,35,0.0,0.0,48259,664,221,19.31,718
766,59125,2016-2017,Central Montcalm Public Schools,25.8,33,95.40,33,0.0,0.0,48259,664,221,20.65,718
767,59125,2017-2018,Central Montcalm Public Schools,34.9,40,93.65,40,0.0,1.01,48259,664,221,21.82,718
768,59125,2018-2019,Central Montcalm Public Schools,27.2,26,94.03,26,0.0,2.04,48259,664,221,21.39,718
769,59125,2020-2021,Central Montcalm Public Schools,23.1,23,92.17,23,0.0,0.0,48259,664,221,29.23,718
770,6020,2015-2016,Au Gres-Sims School District,10.0,5,95.97,5,0.0,0.0,39715,255,125,25.98,135
771,6020,2016-2017,Au Gres-Sims School District,20.7,5,94.91,5,0.0,5.41,39715,255,125,27.79,135
772,6020,2017-2018,Au Gres-Sims School District,10.0,5,94.10,5,0.0,0.0,39715,255,125,31.11,135
773,6020,2018-2019,Au Gres-Sims School District,22.6,5,94.49,5,0.0,14.63,39715,255,125,30.62,135
774,6020,2020-2021,Au Gres-Sims School District,10.0,5,75.05,5,0.0,0.0,39715,255,125,33.79,135
775,61060,2015-2016,Mona Shores Public School District,36.3,49,95.47,49,0.0,0.49,61948,3577,1368,9.24,1027
776,61060,2016-2017,Mona Shores Public School District,41.2,51,93.71,51,0.0,0.49,61948,3577,1368,7.47,1027
777,61060,2017-2018,Mona Shores Public School District,35.6,60,93.72,60,0.0,0.0,61948,3577,1368,8.96,1027
778,61060,2018-2019,Mona Shores Public School District,44.7,69,94.18,69,0.0,0.0,61948,3577,1368,9.51,1027
779,61060,2020-2021,Mona Shores Public School District,32.9,84,96.92,84,0.0,0.52,61948,3577,1368,13.56,1027
780,61065,2015-2016,Oakridge Public Schools,25.3,5,94.22,5,0.0,0.0,48838,334,174,11.26,820
781,61065,2016-2017,Oakridge Public Schools,40.6,27,94.08,27,0.0,0.75,48838,334,174,9.94,820
782,61065,2017-2018,Oakridge Public Schools,26.8,30,93.00,30,0.0,0.69,48838,334,174,9.79,820
783,61065,2018-2019,Oakridge Public Schools,31.6,40,93.21,40,0.0,1.88,48838,334,174,11.16,820
784,61065,2020-2021,Oakridge Public Schools,7.3,23,96.80,23,0.0,0.0,48838,334,174,15.56,820
785,61080,2015-2016,Fruitport Community Schools,27.0,5,94.11,5,0.0,0.0,57302,1928,533,8.54,870
786,61080,2016-2017,Fruitport Community Schools,31.6,20,95.12,20,0.0,3.68,57302,1928,533,8.92,870
787,61080,2017-2018,Fruitport Community Schools,18.4,19,92.81,19,0.0,6.06,57302,1928,533,9.15,870
788,61080,2018-2019,Fruitport Community Schools,39.5,16,93.78,16,0.0,3.68,57302,1928,533,9.5,870
789,61080,2020-2021,Fruitport Community Schools,31.8,19,86.11,19,0.0,0.63,57302,1928,533,14.49,870
790,61120,2015-2016,Holton Public Schools,22.0,5,94.94,5,0.0,0.0,50375,478,96,7.79,511
791,61120,2016-2017,Holton Public Schools,23.0,5,95.57,5,0.0,0.0,50375,478,96,7.78,511
792,61120,2017-2018,Holton Public Schools,23.0,5,94.64,5,0.0,0.0,50375,478,96,9.48,511
793,61120,2018-2019,Holton Public Schools,27.8,5,94.78,5,0.0,1.69,50375,478,96,10.41,511
794,61120,2020-2021,Holton Public Schools,18.4,5,95.45,5,0.0,0.0,50375,478,96,17.13,511
795,61180,2015-2016,Montague Area Public Schools,38.1,49,94.90,49,0.0,0.0,57024,807,294,3.96,439
796,61180,2016-2017,Montague Area Public Schools,48.7,38,94.08,38,0.0,0.0,57024,807,294,6.53,439
797,61180,2017-2018,Montague Area Public Schools,40.2,54,92.39,54,0.0,0.0,57024,807,294,10.51,439
798,61180,2018-2019,Montague Area Public Schools,41.9,46,90.00,46,0.0,0.0,57024,807,294,12.03,439
799,61180,2020-2021,Montague Area Public Schools,35.9,44,93.23,44,0.0,1.77,57024,807,294,13.84,439
800,61190,2015-2016,Orchard View Schools,13.3,5,89.40,5,0.0,0.0,43714,874,198,6.33,1289
801,61190,2016-2017,Orchard View Schools,10.5,5,82.06,5,0.0,0.0,43714,874,198,6.21,1289
802,61190,2017-2018,Orchard View Schools,10.2,5,78.85,5,0.0,0.67,43714,874,198,6.23,1289
803,61190,2018-2019,Orchard View Schools,19.1,18,87.96,18,0.0,2.07,43714,874,198,8.28,1289
804,61190,2020-2021,Orchard View Schools,5.5,23,72.76,23,0.0,1.39,43714,874,198,17.06,1289
805,61210,2015-2016,Ravenna Public Schools,33.3,14,95.47,14,0.0,0.0,58545,359,121,6.51,285
806,61210,2016-2017,Ravenna Public Schools,22.9,21,95.49,21,0.0,0.0,58545,359,121,4.09,285
807,61210,2017-2018,Ravenna Public Schools,26.9,22,92.34,22,0.0,0.0,58545,359,121,6.67,285
808,61210,2018-2019,Ravenna Public Schools,55.3,20,91.21,20,0.0,0.0,58545,359,121,6.98,285
809,61210,2020-2021,Ravenna Public Schools,16.2,18,92.89,18,0.0,0.0,58545,359,121,18.06,285
810,61220,2015-2016,Reeths-Puffer Schools,28.8,5,95.76,5,0.0,2.69,65027,2267,1003,7.57,726
811,61220,2016-2017,Reeths-Puffer Schools,17.6,5,94.98,5,0.0,0.93,65027,2267,1003,10.09,726
812,61220,2017-2018,Reeths-Puffer Schools,24.0,5,93.31,5,0.0,0.0,65027,2267,1003,9.67,726
813,61220,2018-2019,Reeths-Puffer Schools,36.4,5,93.29,5,0.0,0.45,65027,2267,1003,9.18,726
814,61220,2020-2021,Reeths-Puffer Schools,27.3,12,92.02,12,0.0,1.08,65027,2267,1003,11.8,726
815,61230,2015-2016,North Muskegon Public Schools,48.2,5,96.28,5,0.0,0.0,63341,879,286,11.64,51
816,61230,2016-2017,North Muskegon Public Schools,50.6,5,95.73,5,0.0,0.0,63341,879,286,9.86,51
817,61230,2017-2018,North Muskegon Public Schools,54.8,5,93.91,5,0.0,0.0,63341,879,286,11.04,51
818,61230,2018-2019,North Muskegon Public Schools,62.7,5,95.31,5,0.0,0.0,63341,879,286,11.13,51
819,61230,2020-2021,North Muskegon Public Schools,50.0,5,96.56,5,0.0,0.0,63341,879,286,13.11,51
820,62040,2015-2016,Fremont Public School District,38.8,5,95.17,5,0.0,4.0,53137,1214,535,6.81,840
821,62040,2016-2017,Fremont Public School District,45.2,5,94.54,5,0.0,2.38,53137,1214,535,6.91,840
822,62040,2017-2018,Fremont Public School District,31.3,5,93.92,5,0.0,5.56,53137,1214,535,8.84,840
823,62040,2018-2019,Fremont Public School District,43.7,5,94.39,5,0.0,0.71,53137,1214,535,11.2,840
824,62040,2020-2021,Fremont Public School District,30.0,31,93.77,31,0.0,0.81,53137,1214,535,17.19,840
825,62050,2015-2016,Grant Public School District,26.2,238,94.90,238,0.0,5.05,50867,760,190,15.54,774
826,62050,2016-2017,Grant Public School District,29.9,218,94.80,218,0.0,6.19,50867,760,190,16.44,774
827,62050,2017-2018,Grant Public School District,27.9,249,94.16,249,0.0,1.0,50867,760,190,18.8,774
828,62050,2018-2019,Grant Public School District,37.1,227,93.64,227,0.0,1.94,50867,760,190,17.05,774
829,62050,2020-2021,Grant Public School District,35.2,204,86.73,204,0.0,1.01,50867,760,190,17.0,774
830,62060,2015-2016,Hesperia Community Schools,11.5,5,94.15,5,0.0,0.0,44250,240,74,10.97,737
831,62060,2016-2017,Hesperia Community Schools,20.0,5,94.01,5,0.0,5.41,44250,240,74,8.8,737
832,62060,2017-2018,Hesperia Community Schools,40.3,5,91.47,5,0.0,0.0,44250,240,74,11.69,737
833,62060,2018-2019,Hesperia Community Schools,21.9,5,91.68,5,0.0,0.0,44250,240,74,11.01,737
834,62060,2020-2021,Hesperia Community Schools,17.9,5,91.04,5,0.0,2.86,44250,240,74,11.73,737
835,62070,2015-2016,Newaygo Public School District,31.5,80,95.86,80,0.0,1.03,44290,736,358,15.31,898
836,62070,2016-2017,Newaygo Public School District,34.3,78,95.91,78,0.0,2.02,44290,736,358,13.75,898
837,62070,2017-2018,Newaygo Public School District,36.4,69,94.60,69,0.0,0.0,44290,736,358,13.19,898
838,62070,2018-2019,Newaygo Public School District,34.5,71,95.02,71,0.0,0.0,44290,736,358,12.89,898
839,62070,2020-2021,Newaygo Public School District,26.4,59,92.90,59,0.0,0.0,44290,736,358,22.63,898
840,63020,2015-2016,Ferndale Public Schools,25.9,47,94.89,47,0.0,0.0,66892,5265,2256,8.49,770
841,63020,2016-2017,Ferndale Public Schools,28.0,43,94.46,43,0.0,0.51,66892,5265,2256,16.3,770
842,63020,2017-2018,Ferndale Public Schools,20.6,50,93.13,50,0.0,0.51,66892,5265,2256,18.5,770
843,63020,2018-2019,Ferndale Public Schools,32.7,52,92.84,52,0.0,0.0,66892,5265,2256,19.99,770
844,63020,2020-2021,Ferndale Public Schools,14.9,45,97.87,45,0.0,0.0,66892,5265,2256,24.04,770
845,63030,2015-2016,Pontiac City School District,2.5,1112,90.34,1112,0.0,10.47,37553,6427,3107,-42.19,9379
846,63030,2016-2017,Pontiac City School District,7.1,1007,90.72,1007,0.0,4.95,37553,6427,3107,-40.15,9379
847,63030,2017-2018,Pontiac City School District,8.1,1010,87.29,1010,0.0,1.82,37553,6427,3107,-11.62,9379
848,63030,2018-2019,Pontiac City School District,10.1,992,87.64,992,0.0,4.8,37553,6427,3107,-9.51,9379
849,63030,2020-2021,Pontiac City School District,10.7,877,90.39,877,4.17,2.13,37553,6427,3107,14.41,9379
850,63050,2015-2016,Berkley School District,50.9,77,95.77,77,0.0,0.44,82217,5737,3300,4.86,653
851,63050,2016-2017,Berkley School District,47.9,88,95.11,88,0.0,0.77,82217,5737,3300,8.1,653
852,63050,2017-2018,Berkley School District,44.4,91,94.61,91,0.0,0.0,82217,5737,3300,9.01,653
853,63050,2018-2019,Berkley School District,55.8,81,94.20,81,0.0,0.0,82217,5737,3300,9.33,653
854,63050,2020-2021,Berkley School District,34.1,70,98.83,70,0.0,0.0,82217,5737,3300,12.93,653
855,63060,2015-2016,Southfield Public School District,37.65,273,94.22,273,3.33,1.05,55933,11052,7067,15.05,2832
856,63060,2016-2017,Southfield Public School District,23.35,263,93.99,263,0.0,0.24,55933,11052,7067,16.4,2832
857,63060,2017-2018,Southfield Public School District,27.45,238,91.52,238,0.0,0.0,55933,11052,7067,19.44,2832
858,63060,2018-2019,Southfield Public School District,39.1,262,91.02,262,6.45,1.73,55933,11052,7067,18.34,2832
859,63060,2020-2021,Southfield Public School District,32.0,232,98.51,232,0.0,1.29,55933,11052,7067,18.08,2832
860,63070,2015-2016,Avondale School District,52.0,365,95.87,365,0.0,0.0,81497,5314,3272,2.6,617
861,63070,2016-2017,Avondale School District,48.9,383,95.45,383,13.33,0.0,81497,5314,3272,5.08,617
862,63070,2017-2018,Avondale School District,31.4,374,93.98,374,0.0,0.51,81497,5314,3272,10.42,617
863,63070,2018-2019,Avondale School District,41.1,364,93.74,364,0.0,0.98,81497,5314,3272,13.96,617
864,63070,2020-2021,Avondale School District,36.4,474,80.87,474,0.0,1.47,81497,5314,3272,21.38,617
865,63090,2015-2016,Clarenceville School District,25.2,127,94.63,127,0.0,0.9,42944,1107,466,13.76,404
866,63090,2016-2017,Clarenceville School District,30.8,119,93.99,119,0.0,0.0,42944,1107,466,12.95,404
867,63090,2017-2018,Clarenceville School District,23.0,112,92.90,112,0.0,2.59,42944,1107,466,13.12,404
868,63090,2018-2019,Clarenceville School District,23.8,104,92.48,104,0.0,3.45,42944,1107,466,18.75,404
869,63090,2020-2021,Clarenceville School District,9.1,76,90.05,76,0.0,1.61,42944,1107,466,32.14,404
870,63100,2015-2016,Novi Community School District,74.2,998,96.67,998,0.0,0.23,101266,7715,5304,13.29,708
871,63100,2016-2017,Novi Community School District,66.9,1059,96.69,1059,0.0,0.68,101266,7715,5304,14.22,708
872,63100,2017-2018,Novi Community School District,72.8,1080,96.27,1080,0.0,0.2,101266,7715,5304,15.79,708
873,63100,2018-2019,Novi Community School District,75.9,1130,96.38,1130,0.0,0.0,101266,7715,5304,16.11,708
874,63100,2020-2021,Novi Community School District,79.8,1166,99.08,1166,0.0,0.0,101266,7715,5304,19.73,708
875,63150,2015-2016,Troy School District,67.175,2007,97.78,2007,2.86,0.23,101533,14485,10260,15.41,780
876,63150,2016-2017,Troy School District,66.5,2154,96.03,2154,0.0,0.12,101533,14485,10260,16.95,780
877,63150,2017-2018,Troy School District,66.925,2220,96.76,2220,0.0,0.0,101533,14485,10260,16.81,780
878,63150,2018-2019,Troy School District,74.875,2136,96.08,2136,0.0,0.11,101533,14485,10260,16.59,780
879,63150,2020-2021,Troy School District,70.625,1839,98.65,1839,0.0,0.0,101533,14485,10260,20.42,780
880,63160,2015-2016,West Bloomfield School District,43.150000000000006,583,93.78,583,0.0,0.0,95746,7129,4879,9.5,508
881,63160,2016-2017,West Bloomfield School District,41.9,587,94.12,587,0.0,0.0,95746,7129,4879,13.92,508
882,63160,2017-2018,West Bloomfield School District,39.5,491,92.49,491,0.0,0.0,95746,7129,4879,15.81,508
883,63160,2018-2019,West Bloomfield School District,44.0,462,93.17,462,0.0,0.53,95746,7129,4879,17.37,508
884,63160,2020-2021,West Bloomfield School District,47.9,345,91.35,345,0.0,0.43,95746,7129,4879,19.22,508
885,63200,2015-2016,Farmington Public School District,46.25,1308,95.64,1308,0.0,0.0,83166,18847,12153,9.38,1453
886,63200,2016-2017,Farmington Public School District,45.43333333333334,1275,95.25,1275,0.0,0.31,83166,18847,12153,11.29,1453
887,63200,2017-2018,Farmington Public School District,45.6,1243,94.66,1243,0.0,0.0,83166,18847,12153,11.47,1453
888,63200,2018-2019,Farmington Public School District,49.73333333333333,1140,94.47,1140,0.0,0.0,83166,18847,12153,13.39,1453
889,63200,2020-2021,Farmington Public School District,42.666666666666664,1094,96.92,1094,0.0,0.27,83166,18847,12153,23.75,1453
890,63210,2015-2016,Holly Area School District,17.6,47,94.65,47,0.0,0.52,70234,3471,1682,4.59,1449
891,63210,2016-2017,Holly Area School District,17.6,51,94.02,51,0.0,0.0,70234,3471,1682,6.73,1449
892,63210,2017-2018,Holly Area School District,29.8,51,92.93,51,0.0,1.53,70234,3471,1682,7.72,1449
893,63210,2018-2019,Holly Area School District,40.1,37,93.65,37,0.0,0.96,70234,3471,1682,9.34,1449
894,63210,2020-2021,Holly Area School District,16.0,30,90.94,30,0.0,0.0,70234,3471,1682,16.57,1449
895,63220,2015-2016,Huron Valley Schools,43.76666666666667,226,95.13,226,0.0,1.17,84217,10153,4295,11.46,1645
896,63220,2016-2017,Huron Valley Schools,41.06666666666667,214,94.81,214,0.0,0.98,84217,10153,4295,6.9,1645
897,63220,2017-2018,Huron Valley Schools,40.766666666666666,217,94.17,217,0.0,0.18,84217,10153,4295,5.53,1645
898,63220,2018-2019,Huron Valley Schools,61.833333333333336,236,93.97,236,0.0,0.19,84217,10153,4295,4.59,1645
899,63220,2020-2021,Huron Valley Schools,45.56666666666666,209,94.83,209,0.0,0.0,84217,10153,4295,10.65,1645
900,63230,2015-2016,Lake Orion Community Schools,59.199999999999996,256,96.54,256,0.0,0.66,93540,8229,4621,7.54,758
901,63230,2016-2017,Lake Orion Community Schools,60.166666666666664,285,96.00,285,0.0,0.0,93540,8229,4621,9.14,758
902,63230,2017-2018,Lake Orion Community Schools,65.3,300,95.44,300,0.0,0.0,93540,8229,4621,9.47,758
903,63230,2018-2019,Lake Orion Community Schools,67.8,280,95.34,280,0.0,0.22,93540,8229,4621,9.35,758
904,63230,2020-2021,Lake Orion Community Schools,52.76666666666667,241,95.43,241,0.0,0.0,93540,8229,4621,10.01,758
905,63240,2015-2016,South Lyon Community Schools,65.30000000000001,234,95.90,234,0.0,0.0,87636,8425,4362,11.25,891
906,63240,2016-2017,South Lyon Community Schools,53.0,254,95.50,254,0.0,0.0,87636,8425,4362,9.09,891
907,63240,2017-2018,South Lyon Community Schools,50.3,279,95.21,279,0.0,0.2,87636,8425,4362,7.05,891
908,63240,2018-2019,South Lyon Community Schools,70.5,303,95.21,303,0.0,0.19,87636,8425,4362,9.1,891
909,63240,2020-2021,South Lyon Community Schools,48.650000000000006,296,94.80,296,0.0,0.12,87636,8425,4362,15.6,891
910,63260,2015-2016,Rochester Community School District,66.025,887,96.61,887,0.0,0.71,99903,20205,13777,14.34,853
911,63260,2016-2017,Rochester Community School District,67.9,1076,96.51,1076,0.0,0.35,99903,20205,13777,18.24,853
912,63260,2017-2018,Rochester Community School District,67.175,1036,95.97,1036,0.0,0.0,99903,20205,13777,18.96,853
913,63260,2018-2019,Rochester Community School District,68.8,992,95.82,992,0.0,0.0,99903,20205,13777,21.73,853
914,63260,2020-2021,Rochester Community School District,55.075,1003,98.03,1003,0.0,0.0,99903,20205,13777,21.86,853
915,63280,2015-2016,Lamphere Public Schools,23.2,569,95.69,569,0.0,0.49,54203,1861,675,12.36,1050
916,63280,2016-2017,Lamphere Public Schools,23.2,538,95.35,538,0.0,1.03,54203,1861,675,13.48,1050
917,63280,2017-2018,Lamphere Public Schools,19.0,463,95.06,463,0.0,0.55,54203,1861,675,11.59,1050
918,63280,2018-2019,Lamphere Public Schools,37.0,400,94.50,400,0.0,0.53,54203,1861,675,13.8,1050
919,63280,2020-2021,Lamphere Public Schools,29.2,297,93.18,297,0.0,0.5,54203,1861,675,20.23,1050
920,63290,2015-2016,Walled Lake Consolidated Schools,41.8,1460,95.73,1460,2.86,0.0,76587,21311,9496,6.23,2192
921,63290,2016-2017,Walled Lake Consolidated Schools,48.35,1385,95.60,1385,0.0,0.0,76587,21311,9496,7.54,2192
922,63290,2017-2018,Walled Lake Consolidated Schools,54.075,1307,94.89,1307,2.7,0.0,76587,21311,9496,7.62,2192
923,63290,2018-2019,Walled Lake Consolidated Schools,57.175,1315,94.84,1315,0.0,0.0,76587,21311,9496,7.1,2192
924,63290,2020-2021,Walled Lake Consolidated Schools,48.675,1162,95.66,1162,0.0,0.0,76587,21311,9496,13.71,2192
925,63300,2015-2016,Waterford School District,20.55,692,95.77,692,0.0,0.99,60737,10687,4099,3.3,3052
926,63300,2016-2017,Waterford School District,20.0,699,95.07,699,0.0,0.85,60737,10687,4099,5.18,3052
927,63300,2017-2018,Waterford School District,21.6,707,94.06,707,3.23,0.88,60737,10687,4099,7.44,3052
928,63300,2018-2019,Waterford School District,32.25,644,93.79,644,3.23,0.7,60737,10687,4099,10.02,3052
929,63300,2020-2021,Waterford School District,36.15,545,85.58,545,0.0,0.82,60737,10687,4099,20.58,3052
930,64040,2015-2016,Hart Public School District,23.7,316,93.64,316,0.0,0.0,42500,571,241,14.23,652
931,64040,2016-2017,Hart Public School District,44.2,303,93.06,303,0.0,3.57,42500,571,241,14.2,652
932,64040,2017-2018,Hart Public School District,38.6,332,92.70,332,0.0,0.0,42500,571,241,14.68,652
933,64040,2018-2019,Hart Public School District,40.6,289,92.15,289,0.0,0.0,42500,571,241,20.77,652
934,64040,2020-2021,Hart Public School District,25.0,221,89.86,221,0.0,0.0,42500,571,241,27.35,652
935,64080,2015-2016,Shelby Public Schools,11.5,362,96.48,362,0.0,0.0,44290,747,293,15.54,755
936,64080,2016-2017,Shelby Public Schools,17.8,342,94.07,342,0.0,1.06,44290,747,293,14.31,755
937,64080,2017-2018,Shelby Public Schools,22.2,332,94.00,332,0.0,0.0,44290,747,293,15.28,755
938,64080,2018-2019,Shelby Public Schools,33.0,317,92.05,317,0.0,1.09,44290,747,293,14.5,755
939,64080,2020-2021,Shelby Public Schools,15.8,289,94.02,289,0.0,0.0,44290,747,293,19.67,755
940,65045,2015-2016,West Branch-Rose City Area Schools,30.5,5,94.38,5,16.67,0.9,42057,988,465,21.14,955
941,65045,2016-2017,West Branch-Rose City Area Schools,46.2,5,93.33,5,0.0,0.0,42057,988,465,27.69,955
942,65045,2017-2018,West Branch-Rose City Area Schools,38.2,5,92.14,5,0.0,4.27,42057,988,465,37.09,955
943,65045,2018-2019,West Branch-Rose City Area Schools,40.9,5,94.99,5,0.0,3.39,42057,988,465,34.81,955
944,65045,2020-2021,West Branch-Rose City Area Schools,23.1,5,89.25,5,0.0,0.4,42057,988,465,41.5,955
945,67020,2015-2016,Evart Public Schools,39.4,5,95.29,5,0.0,3.39,42122,369,125,14.43,576
946,67020,2016-2017,Evart Public Schools,51.4,5,95.01,5,0.0,3.23,42122,369,125,14.47,576
947,67020,2017-2018,Evart Public Schools,35.5,5,93.56,5,0.0,0.0,42122,369,125,20.71,576
948,67020,2018-2019,Evart Public Schools,19.7,5,93.00,5,0.0,1.72,42122,369,125,24.93,576
949,67020,2020-2021,Evart Public Schools,36.2,5,86.18,5,0.0,1.59,42122,369,125,30.55,576
950,67060,2015-2016,Reed City Area Public Schools,19.4,5,95.96,5,0.0,0.0,41329,692,304,15.51,750
951,67060,2016-2017,Reed City Area Public Schools,17.1,5,95.53,5,0.0,4.44,41329,692,304,17.2,750
952,67060,2017-2018,Reed City Area Public Schools,32.5,5,96.14,5,20.0,2.11,41329,692,304,18.69,750
953,67060,2018-2019,Reed City Area Public Schools,33.9,5,96.62,5,0.0,1.11,41329,692,304,23.21,750
954,67060,2020-2021,Reed City Area Public Schools,40.0,5,88.94,5,0.0,0.0,41329,692,304,32.96,750
955,69020,2015-2016,Gaylord Community Schools,43.3,5,94.68,5,0.0,2.76,53590,2404,973,23.74,1482
956,69020,2016-2017,Gaylord Community Schools,41.1,5,94.54,5,0.0,1.66,53590,2404,973,21.45,1482
957,69020,2017-2018,Gaylord Community Schools,47.8,5,94.53,5,0.0,1.65,53590,2404,973,22.26,1482
958,69020,2018-2019,Gaylord Community Schools,43.1,5,93.89,5,0.0,0.0,53590,2404,973,20.35,1482
959,69020,2020-2021,Gaylord Community Schools,43.8,5,92.76,5,0.0,0.35,53590,2404,973,21.83,1482
960,70010,2015-2016,Grand Haven Area Public Schools,49.1,105,95.46,105,0.0,1.52,64830,6975,2814,8.84,1260
961,70010,2016-2017,Grand Haven Area Public Schools,65.9,115,95.34,115,0.0,0.0,64830,6975,2814,10.09,1260
962,70010,2017-2018,Grand Haven Area Public Schools,47.2,131,94.52,131,0.0,0.25,64830,6975,2814,10.63,1260
963,70010,2018-2019,Grand Haven Area Public Schools,59.9,119,95.16,119,0.0,0.26,64830,6975,2814,11.8,1260
964,70010,2020-2021,Grand Haven Area Public Schools,50.1,87,87.34,87,0.0,0.0,64830,6975,2814,13.39,1260
965,70070,2015-2016,West Ottawa Public School District,39.3,1309,95.79,1309,0.0,0.43,67904,6470,2926,19.21,2637
966,70070,2016-2017,West Ottawa Public School District,34.35,1256,95.59,1256,0.0,3.64,67904,6470,2926,21.71,2637
967,70070,2017-2018,West Ottawa Public School District,31.3,1176,93.61,1176,0.0,1.07,67904,6470,2926,22.69,2637
968,70070,2018-2019,West Ottawa Public School District,38.599999999999994,1083,93.65,1083,0.0,0.42,67904,6470,2926,21.62,2637
969,70070,2020-2021,West Ottawa Public School District,36.85,967,92.85,967,0.0,0.19,67904,6470,2926,26.17,2637
970,70190,2015-2016,Hudsonville Public School District,64.3,88,96.82,88,12.5,0.0,79786,6771,2218,14.51,655
971,70190,2016-2017,Hudsonville Public School District,67.35,90,96.52,90,11.76,0.25,79786,6771,2218,14.52,655
972,70190,2017-2018,Hudsonville Public School District,63.55,98,96.38,98,0.0,0.47,79786,6771,2218,13.46,655
973,70190,2018-2019,Hudsonville Public School District,67.6,89,95.56,89,0.0,0.44,79786,6771,2218,15.45,655
974,70190,2020-2021,Hudsonville Public School District,54.25,62,95.29,62,0.0,0.18,79786,6771,2218,21.22,655
975,70300,2015-2016,Spring Lake Public Schools,72.2,5,96.73,5,0.0,0.0,74428,2454,1070,9.72,128
