,districtcode,schoolyear,districtname,8th_math_percentmet,attendance,american_indian_enrollment,asian_enrollment,english_language_learners_enrollment,early_middle_college_enrollment,admin_ineffective_percentage,admin_min_effective_percentage,teacher_min_effective_percentage,fundbalanceas%ofexpenditure,Estimate Total,Estimate Total White alone,Estimate Total Black or African American alone,Estimate Total American Indian and Alaska Native alone,Estimate Total Asian alone,Estimate Total Native Hawaiian and Other Pacific Islander alone,Estimate Total Some other race alone,Estimate Median household income in the past 12 months (in 2018 inflation-adjusted dollars),Estimate Total Enrolled in school Enrolled in grade 1 to grade 4,Estimate Total Enrolled in school Enrolled in grade 5 to grade 8,Estimate Total Enrolled in school Enrolled in grade 9 to grade 12,Estimate Total Regular high school diploma,Estimate Total Bachelor's degree,Estimate Total Master's degree,Estimate Median age -- Total,Estimate Median age -- Male,Estimate Median age -- Female,"Estimate Total Living in household with Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months",Estimate Total Family households
616,50080,2016-2017,Chippewa Valley Schools,42.375,95.21,24,483,1148,0,0.0,0.0,0.0,17.85,106679,90383,10337,415,3013,0,415,73345,5695,4998,6047,17738,14608,6086,39.8,38.1,40.9,2649,27827
617,50080,2017-2018,Chippewa Valley Schools,42.625,94.85,26,478,1222,0,0.0,0.0,0.0,18.59,106679,90383,10337,415,3013,0,415,73345,5695,4998,6047,17738,14608,6086,39.8,38.1,40.9,2649,27827
618,50080,2018-2019,Chippewa Valley Schools,49.075,94.80,22,468,1158,47,0.0,0.0,0.12,18.93,106679,90383,10337,415,3013,0,415,73345,5695,4998,6047,17738,14608,6086,39.8,38.1,40.9,2649,27827
619,50080,2020-2021,Chippewa Valley Schools,36.875,99.46,23,425,981,80,0.0,0.0,0.0,19.23,106679,90383,10337,415,3013,0,415,73345,5695,4998,6047,17738,14608,6086,39.8,38.1,40.9,2649,27827
620,50090,2015-2016,Fitzgerald Public Schools,14.2,93.48,12,458,409,0,0.0,0.0,1.36,4.15,16777,8869,4388,46,2709,0,13,38050,863,804,1184,3310,1027,464,36.2,33.5,37.8,2368,3813
621,50090,2016-2017,Fitzgerald Public Schools,13.2,92.72,11,487,407,0,0.0,0.0,1.24,4.25,16777,8869,4388,46,2709,0,13,38050,863,804,1184,3310,1027,464,36.2,33.5,37.8,2368,3813
622,50090,2017-2018,Fitzgerald Public Schools,11.5,90.83,8,496,437,0,0.0,0.0,0.52,1.69,16777,8869,4388,46,2709,0,13,38050,863,804,1184,3310,1027,464,36.2,33.5,37.8,2368,3813
623,50090,2018-2019,Fitzgerald Public Schools,20.0,90.90,7,500,429,13,0.0,0.0,0.0,4.89,16777,8869,4388,46,2709,0,13,38050,863,804,1184,3310,1027,464,36.2,33.5,37.8,2368,3813
624,50090,2020-2021,Fitzgerald Public Schools,11.4,98.57,6,514,415,9,0.0,0.0,0.4,11.23,16777,8869,4388,46,2709,0,13,38050,863,804,1184,3310,1027,464,36.2,33.5,37.8,2368,3813
625,50100,2015-2016,Fraser Public Schools,27.3,96.27,12,93,155,0,0.0,0.0,0.94,12.11,28344,24214,2848,60,424,0,52,54001,1054,1395,1261,5783,2794,1230,44.6,41.5,46.9,956,7573
626,50100,2016-2017,Fraser Public Schools,25.8,94.63,12,97,159,0,0.0,0.0,0.92,13.99,28344,24214,2848,60,424,0,52,54001,1054,1395,1261,5783,2794,1230,44.6,41.5,46.9,956,7573
627,50100,2017-2018,Fraser Public Schools,30.5,94.00,11,98,133,0,0.0,0.0,0.93,13.27,28344,24214,2848,60,424,0,52,54001,1054,1395,1261,5783,2794,1230,44.6,41.5,46.9,956,7573
628,50100,2018-2019,Fraser Public Schools,43.8,93.65,9,92,128,84,0.0,0.0,2.24,11.99,28344,24214,2848,60,424,0,52,54001,1054,1395,1261,5783,2794,1230,44.6,41.5,46.9,956,7573
629,50100,2020-2021,Fraser Public Schools,28.3,90.92,7,85,117,106,0.0,0.0,0.0,10.97,28344,24214,2848,60,424,0,52,54001,1054,1395,1261,5783,2794,1230,44.6,41.5,46.9,956,7573
630,50140,2015-2016,L'Anse Creuse Public Schools,32.375,94.50,30,130,251,0,0.0,0.0,0.0,5.88,71509,60091,7993,199,904,19,355,65563,3191,3118,4196,13558,7427,3028,39.9,37.6,42.2,3320,18667
631,50140,2016-2017,L'Anse Creuse Public Schools,37.05,93.53,20,110,222,0,0.0,0.0,0.0,5.7,71509,60091,7993,199,904,19,355,65563,3191,3118,4196,13558,7427,3028,39.9,37.6,42.2,3320,18667
632,50140,2017-2018,L'Anse Creuse Public Schools,39.275,94.02,19,127,243,0,0.0,0.0,0.0,4.35,71509,60091,7993,199,904,19,355,65563,3191,3118,4196,13558,7427,3028,39.9,37.6,42.2,3320,18667
633,50140,2018-2019,L'Anse Creuse Public Schools,42.925,92.79,17,150,239,127,0.0,0.0,0.49,4.55,71509,60091,7993,199,904,19,355,65563,3191,3118,4196,13558,7427,3028,39.9,37.6,42.2,3320,18667
634,50140,2020-2021,L'Anse Creuse Public Schools,33.975,95.10,12,123,234,155,0.0,0.0,0.0,10.52,71509,60091,7993,199,904,19,355,65563,3191,3118,4196,13558,7427,3028,39.9,37.6,42.2,3320,18667
635,50160,2015-2016,Mount Clemens Community School District,5.0,92.18,3,9,16,0,0.0,0.0,5.97,-14.58,21601,14706,5748,100,66,0,122,43511,1086,816,1052,4306,1787,617,40.3,39.3,42.2,2072,5207
636,50160,2016-2017,Mount Clemens Community School District,5.0,91.58,1,7,26,0,0.0,0.0,7.69,-5.55,21601,14706,5748,100,66,0,122,43511,1086,816,1052,4306,1787,617,40.3,39.3,42.2,2072,5207
637,50160,2017-2018,Mount Clemens Community School District,5.0,89.77,1,9,23,0,0.0,0.0,9.23,-0.98,21601,14706,5748,100,66,0,122,43511,1086,816,1052,4306,1787,617,40.3,39.3,42.2,2072,5207
638,50160,2018-2019,Mount Clemens Community School District,5.0,89.74,3,7,21,2,0.0,0.0,0.0,6.24,21601,14706,5748,100,66,0,122,43511,1086,816,1052,4306,1787,617,40.3,39.3,42.2,2072,5207
639,50160,2020-2021,Mount Clemens Community School District,8.1,73.56,2,4,18,1,0.0,0.0,0.0,8.47,21601,14706,5748,100,66,0,122,43511,1086,816,1052,4306,1787,617,40.3,39.3,42.2,2072,5207
640,50170,2015-2016,New Haven Community Schools,22.3,94.99,2,27,54,0,0.0,0.0,7.89,-0.55,17892,15086,1589,88,578,0,143,70667,1349,1036,1040,2662,1646,827,39.6,39.0,40.0,629,4379
641,50170,2016-2017,New Haven Community Schools,18.5,93.91,3,23,56,0,0.0,0.0,12.16,0.19,17892,15086,1589,88,578,0,143,70667,1349,1036,1040,2662,1646,827,39.6,39.0,40.0,629,4379
642,50170,2017-2018,New Haven Community Schools,8.0,92.98,3,19,46,0,0.0,0.0,6.85,0.24,17892,15086,1589,88,578,0,143,70667,1349,1036,1040,2662,1646,827,39.6,39.0,40.0,629,4379
643,50170,2018-2019,New Haven Community Schools,30.1,93.42,4,25,61,10,0.0,0.0,3.61,1.67,17892,15086,1589,88,578,0,143,70667,1349,1036,1040,2662,1646,827,39.6,39.0,40.0,629,4379
644,50170,2020-2021,New Haven Community Schools,17.9,93.53,1,21,54,8,0.0,0.0,0.0,8.16,17892,15086,1589,88,578,0,143,70667,1349,1036,1040,2662,1646,827,39.6,39.0,40.0,629,4379
645,50180,2015-2016,Richmond Community Schools,38.7,97.16,8,2,36,0,0.0,0.0,4.76,7.65,12597,12038,202,0,0,0,47,69708,728,508,736,2592,1154,293,41.6,40.6,43.1,475,3349
646,50180,2016-2017,Richmond Community Schools,35.1,96.63,8,2,46,0,0.0,0.0,2.47,6.33,12597,12038,202,0,0,0,47,69708,728,508,736,2592,1154,293,41.6,40.6,43.1,475,3349
647,50180,2017-2018,Richmond Community Schools,19.6,94.98,6,4,45,0,0.0,0.0,0.0,5.68,12597,12038,202,0,0,0,47,69708,728,508,736,2592,1154,293,41.6,40.6,43.1,475,3349
648,50180,2018-2019,Richmond Community Schools,31.1,93.93,4,7,51,11,0.0,0.0,0.0,5.97,12597,12038,202,0,0,0,47,69708,728,508,736,2592,1154,293,41.6,40.6,43.1,475,3349
649,50180,2020-2021,Richmond Community Schools,33.6,94.85,3,9,58,17,0.0,0.0,0.0,7.92,12597,12038,202,0,0,0,47,69708,728,508,736,2592,1154,293,41.6,40.6,43.1,475,3349
650,50190,2015-2016,Romeo Community Schools,32.4,95.22,11,52,385,0,0.0,5.26,1.01,7.2,38020,35700,866,6,328,0,267,86409,1577,2240,2265,6251,5018,2877,44.7,44.5,45.0,856,10539
651,50190,2016-2017,Romeo Community Schools,32.8,94.71,7,49,370,0,0.0,0.0,0.33,9.31,38020,35700,866,6,328,0,267,86409,1577,2240,2265,6251,5018,2877,44.7,44.5,45.0,856,10539
652,50190,2017-2018,Romeo Community Schools,39.2,94.29,6,55,339,0,0.0,0.0,0.0,10.14,38020,35700,866,6,328,0,267,86409,1577,2240,2265,6251,5018,2877,44.7,44.5,45.0,856,10539
653,50190,2018-2019,Romeo Community Schools,49.45,94.42,5,51,327,30,0.0,0.0,0.0,11.69,38020,35700,866,6,328,0,267,86409,1577,2240,2265,6251,5018,2877,44.7,44.5,45.0,856,10539
654,50190,2020-2021,Romeo Community Schools,44.1,94.95,4,38,292,34,0.0,0.0,0.0,13.31,38020,35700,866,6,328,0,267,86409,1577,2240,2265,6251,5018,2877,44.7,44.5,45.0,856,10539
655,50200,2015-2016,South Lake Schools,18.1,94.42,1,22,24,0,0.0,0.0,2.33,-6.4,19753,15612,3548,25,217,0,96,56250,765,724,729,3263,2959,1224,45.0,42.6,48.3,828,4893
656,50200,2016-2017,South Lake Schools,13.8,93.88,1,26,25,0,0.0,0.0,1.59,-6.66,19753,15612,3548,25,217,0,96,56250,765,724,729,3263,2959,1224,45.0,42.6,48.3,828,4893
657,50200,2017-2018,South Lake Schools,10.2,91.97,1,20,18,0,0.0,0.0,0.0,-6.62,19753,15612,3548,25,217,0,96,56250,765,724,729,3263,2959,1224,45.0,42.6,48.3,828,4893
658,50200,2018-2019,South Lake Schools,14.5,92.38,1,18,19,3,0.0,0.0,0.0,-8.78,19753,15612,3548,25,217,0,96,56250,765,724,729,3263,2959,1224,45.0,42.6,48.3,828,4893
659,50200,2020-2021,South Lake Schools,8.8,91.59,1,17,30,5,0.0,0.0,0.0,1.19,19753,15612,3548,25,217,0,96,56250,765,724,729,3263,2959,1224,45.0,42.6,48.3,828,4893
660,50220,2015-2016,Van Dyke Public Schools,10.6,91.98,3,98,98,0,0.0,0.0,12.5,11.57,19149,10685,6912,15,819,0,139,33412,1202,1044,1086,4189,795,108,32.5,32.3,32.7,3021,4775
661,50220,2016-2017,Van Dyke Public Schools,7.8,94.36,4,87,80,0,0.0,0.0,2.92,13.62,19149,10685,6912,15,819,0,139,33412,1202,1044,1086,4189,795,108,32.5,32.3,32.7,3021,4775
662,50220,2017-2018,Van Dyke Public Schools,5.6,89.67,3,92,84,0,0.0,5.26,2.44,12.54,19149,10685,6912,15,819,0,139,33412,1202,1044,1086,4189,795,108,32.5,32.3,32.7,3021,4775
663,50220,2018-2019,Van Dyke Public Schools,9.2,89.62,4,94,70,9,0.0,0.0,0.64,17.29,19149,10685,6912,15,819,0,139,33412,1202,1044,1086,4189,795,108,32.5,32.3,32.7,3021,4775
664,50220,2020-2021,Van Dyke Public Schools,6.3,94.12,1,88,67,8,0.0,0.0,0.0,22.92,19149,10685,6912,15,819,0,139,33412,1202,1044,1086,4189,795,108,32.5,32.3,32.7,3021,4775
665,50230,2015-2016,Warren Consolidated Schools,36.42,96.02,27,1607,3611,0,0.0,2.13,0.0,3.7,117846,92745,9920,206,12080,57,390,56972,4930,4823,5349,22233,15051,5892,41.5,38.8,43.8,7382,30591
666,50230,2016-2017,Warren Consolidated Schools,33.760000000000005,96.04,32,1678,3897,0,0.0,0.0,0.0,6.06,117846,92745,9920,206,12080,57,390,56972,4930,4823,5349,22233,15051,5892,41.5,38.8,43.8,7382,30591
667,50230,2017-2018,Warren Consolidated Schools,33.54,93.99,31,1755,4147,0,0.0,0.0,0.13,5.13,117846,92745,9920,206,12080,57,390,56972,4930,4823,5349,22233,15051,5892,41.5,38.8,43.8,7382,30591
668,50230,2018-2019,Warren Consolidated Schools,42.620000000000005,91.97,30,1888,3839,91,0.0,2.04,0.13,6.32,117846,92745,9920,206,12080,57,390,56972,4930,4823,5349,22233,15051,5892,41.5,38.8,43.8,7382,30591
669,50230,2020-2021,Warren Consolidated Schools,27.82,95.76,25,2110,3220,93,0.0,0.0,0.0,7.76,117846,92745,9920,206,12080,57,390,56972,4930,4823,5349,22233,15051,5892,41.5,38.8,43.8,7382,30591
670,50240,2015-2016,Warren Woods Public Schools,21.0,93.71,12,265,265,0,0.0,0.0,1.04,26.0,22000,16705,3479,73,1224,16,29,52737,887,1004,1092,5337,2164,756,42.6,40.2,44.3,1041,5696
671,50240,2016-2017,Warren Woods Public Schools,25.2,93.63,10,281,315,0,0.0,0.0,1.02,27.13,22000,16705,3479,73,1224,16,29,52737,887,1004,1092,5337,2164,756,42.6,40.2,44.3,1041,5696
672,50240,2017-2018,Warren Woods Public Schools,22.5,92.54,7,295,329,0,0.0,7.69,2.67,27.18,22000,16705,3479,73,1224,16,29,52737,887,1004,1092,5337,2164,756,42.6,40.2,44.3,1041,5696
673,50240,2018-2019,Warren Woods Public Schools,39.0,92.16,8,318,324,31,0.0,7.69,3.83,27.77,22000,16705,3479,73,1224,16,29,52737,887,1004,1092,5337,2164,756,42.6,40.2,44.3,1041,5696
674,50240,2020-2021,Warren Woods Public Schools,22.8,94.01,6,342,281,21,0.0,0.0,0.0,29.05,22000,16705,3479,73,1224,16,29,52737,887,1004,1092,5337,2164,756,42.6,40.2,44.3,1041,5696
675,5040,2015-2016,Bellaire Public Schools,50.0,95.08,2,5,5,0,0.0,0.0,0.0,20.49,3686,3592,19,27,11,0,0,51886,114,125,137,756,656,252,55.2,53.2,55.8,97,1127
676,5040,2016-2017,Bellaire Public Schools,52.2,95.18,2,3,5,0,0.0,0.0,0.0,27.7,3686,3592,19,27,11,0,0,51886,114,125,137,756,656,252,55.2,53.2,55.8,97,1127
677,5040,2017-2018,Bellaire Public Schools,47.1,93.57,5,3,5,0,0.0,0.0,0.0,34.25,3686,3592,19,27,11,0,0,51886,114,125,137,756,656,252,55.2,53.2,55.8,97,1127
678,5040,2018-2019,Bellaire Public Schools,63.6,93.30,2,3,5,1,0.0,0.0,0.0,38.31,3686,3592,19,27,11,0,0,51886,114,125,137,756,656,252,55.2,53.2,55.8,97,1127
679,5040,2020-2021,Bellaire Public Schools,38.1,92.97,3,2,5,0,0.0,0.0,2.08,39.29,3686,3592,19,27,11,0,0,51886,114,125,137,756,656,252,55.2,53.2,55.8,97,1127
680,5060,2015-2016,Elk Rapids Schools,47.4,95.99,40,7,28,0,0.0,0.0,0.0,8.94,9074,8566,27,159,0,0,175,70410,384,431,356,1321,1685,903,53.0,52.3,53.4,369,2770
681,5060,2016-2017,Elk Rapids Schools,46.3,96.23,40,9,51,0,0.0,0.0,0.0,8.89,9074,8566,27,159,0,0,175,70410,384,431,356,1321,1685,903,53.0,52.3,53.4,369,2770
682,5060,2017-2018,Elk Rapids Schools,42.9,95.25,39,4,52,0,0.0,0.0,1.35,9.12,9074,8566,27,159,0,0,175,70410,384,431,356,1321,1685,903,53.0,52.3,53.4,369,2770
683,5060,2018-2019,Elk Rapids Schools,58.2,94.24,36,4,43,2,0.0,0.0,0.0,7.89,9074,8566,27,159,0,0,175,70410,384,431,356,1321,1685,903,53.0,52.3,53.4,369,2770
684,5060,2020-2021,Elk Rapids Schools,52.2,94.24,35,7,24,0,0.0,0.0,0.0,11.45,9074,8566,27,159,0,0,175,70410,384,431,356,1321,1685,903,53.0,52.3,53.4,369,2770
685,5070,2015-2016,Mancelona Public Schools,21.5,95.24,3,3,5,0,0.0,0.0,6.45,19.9,6644,6364,33,45,24,0,14,43320,340,296,368,1675,433,233,44.0,43.5,45.6,476,1781
686,5070,2016-2017,Mancelona Public Schools,32.2,94.91,1,3,5,0,0.0,0.0,3.23,20.54,6644,6364,33,45,24,0,14,43320,340,296,368,1675,433,233,44.0,43.5,45.6,476,1781
687,5070,2017-2018,Mancelona Public Schools,31.8,93.03,1,2,5,0,0.0,0.0,3.39,21.31,6644,6364,33,45,24,0,14,43320,340,296,368,1675,433,233,44.0,43.5,45.6,476,1781
688,5070,2018-2019,Mancelona Public Schools,44.4,93.70,1,2,5,4,0.0,0.0,1.59,22.46,6644,6364,33,45,24,0,14,43320,340,296,368,1675,433,233,44.0,43.5,45.6,476,1781
689,5070,2020-2021,Mancelona Public Schools,54.7,91.40,1,3,5,3,0.0,0.0,3.7,28.35,6644,6364,33,45,24,0,14,43320,340,296,368,1675,433,233,44.0,43.5,45.6,476,1781
690,51045,2015-2016,Kaleva Norman Dickson School District,25.0,93.18,8,1,5,0,0.0,0.0,2.7,32.27,5081,4877,45,55,11,0,6,42192,235,201,240,1339,341,115,52.7,52.2,53.6,192,1325
691,51045,2016-2017,Kaleva Norman Dickson School District,31.3,92.36,8,0,11,0,0.0,0.0,0.0,27.55,5081,4877,45,55,11,0,6,42192,235,201,240,1339,341,115,52.7,52.2,53.6,192,1325
692,51045,2017-2018,Kaleva Norman Dickson School District,10.0,83.31,12,1,5,0,0.0,0.0,4.65,25.87,5081,4877,45,55,11,0,6,42192,235,201,240,1339,341,115,52.7,52.2,53.6,192,1325
693,51045,2018-2019,Kaleva Norman Dickson School District,26.7,92.59,17,0,5,0,0.0,0.0,0.0,27.05,5081,4877,45,55,11,0,6,42192,235,201,240,1339,341,115,52.7,52.2,53.6,192,1325
694,51045,2020-2021,Kaleva Norman Dickson School District,33.3,90.48,26,0,5,0,0.0,0.0,0.0,34.61,5081,4877,45,55,11,0,6,42192,235,201,240,1339,341,115,52.7,52.2,53.6,192,1325
695,52040,2015-2016,Gwinn Area Community Schools,2.5,92.37,24,4,5,0,0.0,33.33,0.0,2.49,10321,9554,61,129,58,0,33,52485,466,482,639,2475,1125,516,44.5,44.7,44.1,846,2860
696,52040,2016-2017,Gwinn Area Community Schools,23.7,93.83,28,0,5,0,0.0,33.33,2.7,-3.72,10321,9554,61,129,58,0,33,52485,466,482,639,2475,1125,516,44.5,44.7,44.1,846,2860
697,52040,2017-2018,Gwinn Area Community Schools,19.0,91.08,26,4,5,0,0.0,0.0,1.43,-2.22,10321,9554,61,129,58,0,33,52485,466,482,639,2475,1125,516,44.5,44.7,44.1,846,2860
698,52040,2018-2019,Gwinn Area Community Schools,35.5,91.74,28,1,5,4,0.0,0.0,1.37,0.91,10321,9554,61,129,58,0,33,52485,466,482,639,2475,1125,516,44.5,44.7,44.1,846,2860
699,52040,2020-2021,Gwinn Area Community Schools,15.7,87.88,13,1,5,5,0.0,0.0,0.0,11.71,10321,9554,61,129,58,0,33,52485,466,482,639,2475,1125,516,44.5,44.7,44.1,846,2860
700,52090,2015-2016,Negaunee Public Schools,26.8,95.63,16,5,5,0,0.0,0.0,0.0,16.3,8640,8300,37,66,18,0,4,55357,540,445,355,1638,1294,309,38.6,37.3,39.5,271,2287
701,52090,2016-2017,Negaunee Public Schools,28.4,94.83,17,4,5,0,0.0,0.0,0.0,16.3,8640,8300,37,66,18,0,4,55357,540,445,355,1638,1294,309,38.6,37.3,39.5,271,2287
702,52090,2017-2018,Negaunee Public Schools,33.7,95.59,19,4,5,0,0.0,0.0,0.0,21.17,8640,8300,37,66,18,0,4,55357,540,445,355,1638,1294,309,38.6,37.3,39.5,271,2287
703,52090,2018-2019,Negaunee Public Schools,56.5,95.53,19,4,5,7,0.0,0.0,0.0,27.39,8640,8300,37,66,18,0,4,55357,540,445,355,1638,1294,309,38.6,37.3,39.5,271,2287
704,52090,2020-2021,Negaunee Public Schools,45.4,92.79,18,3,5,13,0.0,0.0,0.0,29.73,8640,8300,37,66,18,0,4,55357,540,445,355,1638,1294,309,38.6,37.3,39.5,271,2287
705,52170,2015-2016,Marquette Area Public Schools,33.9,93.76,108,22,5,0,0.0,0.0,1.0,24.71,31902,29047,986,288,490,26,51,48490,1061,968,1112,3996,4954,1738,33.1,33.1,33.3,724,6174
706,52170,2016-2017,Marquette Area Public Schools,36.2,93.77,96,14,5,0,0.0,0.0,1.49,20.64,31902,29047,986,288,490,26,51,48490,1061,968,1112,3996,4954,1738,33.1,33.1,33.3,724,6174
707,52170,2017-2018,Marquette Area Public Schools,25.5,93.01,91,17,5,0,0.0,0.0,0.0,22.25,31902,29047,986,288,490,26,51,48490,1061,968,1112,3996,4954,1738,33.1,33.1,33.3,724,6174
708,52170,2018-2019,Marquette Area Public Schools,57.3,92.97,85,22,5,30,0.0,0.0,0.3,23.23,31902,29047,986,288,490,26,51,48490,1061,968,1112,3996,4954,1738,33.1,33.1,33.3,724,6174
709,52170,2020-2021,Marquette Area Public Schools,51.3,97.73,73,20,5,24,0.0,0.0,0.43,32.58,31902,29047,986,288,490,26,51,48490,1061,968,1112,3996,4954,1738,33.1,33.1,33.3,724,6174
710,53040,2015-2016,Ludington Area School District,43.0,95.95,13,22,5,0,0.0,0.0,0.75,8.28,16279,15521,93,106,121,0,89,50599,735,794,729,3421,1923,1056,47.4,45.2,48.9,870,4467
711,53040,2016-2017,Ludington Area School District,36.4,95.92,11,25,5,0,0.0,0.0,0.0,7.89,16279,15521,93,106,121,0,89,50599,735,794,729,3421,1923,1056,47.4,45.2,48.9,870,4467
712,53040,2017-2018,Ludington Area School District,38.4,94.59,14,21,52,0,0.0,0.0,0.0,7.22,16279,15521,93,106,121,0,89,50599,735,794,729,3421,1923,1056,47.4,45.2,48.9,870,4467
713,53040,2018-2019,Ludington Area School District,42.4,94.72,11,20,60,0,0.0,0.0,0.0,7.14,16279,15521,93,106,121,0,89,50599,735,794,729,3421,1923,1056,47.4,45.2,48.9,870,4467
714,53040,2020-2021,Ludington Area School District,47.3,90.74,11,17,53,0,0.0,0.0,0.0,6.77,16279,15521,93,106,121,0,89,50599,735,794,729,3421,1923,1056,47.4,45.2,48.9,870,4467
715,54010,2015-2016,Big Rapids Public Schools,15.4,95.98,5,24,14,0,0.0,0.0,3.81,13.7,19431,17576,935,80,285,0,103,39300,704,736,828,2462,1476,806,24.3,23.8,25.6,1102,3395
716,54010,2016-2017,Big Rapids Public Schools,28.7,94.99,5,18,12,0,0.0,0.0,5.45,16.36,19431,17576,935,80,285,0,103,39300,704,736,828,2462,1476,806,24.3,23.8,25.6,1102,3395
717,54010,2017-2018,Big Rapids Public Schools,20.3,94.69,2,19,5,0,0.0,0.0,2.7,17.26,19431,17576,935,80,285,0,103,39300,704,736,828,2462,1476,806,24.3,23.8,25.6,1102,3395
718,54010,2018-2019,Big Rapids Public Schools,41.9,94.22,2,15,5,0,0.0,9.09,1.8,19.52,19431,17576,935,80,285,0,103,39300,704,736,828,2462,1476,806,24.3,23.8,25.6,1102,3395
719,54010,2020-2021,Big Rapids Public Schools,30.7,93.06,7,18,5,3,0.0,0.0,0.0,17.79,19431,17576,935,80,285,0,103,39300,704,736,828,2462,1476,806,24.3,23.8,25.6,1102,3395
720,54040,2015-2016,Morley Stanwood Community Schools,5.7,94.42,4,2,5,0,0.0,0.0,0.0,12.5,9799,9540,54,12,28,7,9,45517,503,595,511,2348,638,309,39.6,39.0,40.7,681,2401
721,54040,2016-2017,Morley Stanwood Community Schools,14.1,93.75,4,5,5,0,0.0,0.0,0.0,16.43,9799,9540,54,12,28,7,9,45517,503,595,511,2348,638,309,39.6,39.0,40.7,681,2401
722,54040,2017-2018,Morley Stanwood Community Schools,9.6,93.55,6,4,5,0,0.0,0.0,1.35,16.12,9799,9540,54,12,28,7,9,45517,503,595,511,2348,638,309,39.6,39.0,40.7,681,2401
723,54040,2018-2019,Morley Stanwood Community Schools,12.2,93.07,5,4,5,0,0.0,0.0,0.0,17.39,9799,9540,54,12,28,7,9,45517,503,595,511,2348,638,309,39.6,39.0,40.7,681,2401
724,54040,2020-2021,Morley Stanwood Community Schools,34.1,89.96,5,0,5,1,0.0,0.0,0.0,20.94,9799,9540,54,12,28,7,9,45517,503,595,511,2348,638,309,39.6,39.0,40.7,681,2401
725,56010,2015-2016,Midland Public Schools,45.05,96.76,34,343,93,0,0.0,0.0,0.0,12.55,52977,48519,932,289,1819,58,265,62093,2667,2652,2924,7805,8855,4031,40.2,38.3,42.4,1799,14242
726,56010,2016-2017,Midland Public Schools,52.5,96.43,25,340,79,0,0.0,3.7,1.24,18.44,52977,48519,932,289,1819,58,265,62093,2667,2652,2924,7805,8855,4031,40.2,38.3,42.4,1799,14242
727,56010,2017-2018,Midland Public Schools,55.8,96.20,24,328,65,0,0.0,0.0,0.0,24.24,52977,48519,932,289,1819,58,265,62093,2667,2652,2924,7805,8855,4031,40.2,38.3,42.4,1799,14242
728,56010,2018-2019,Midland Public Schools,66.25,96.25,27,326,62,0,0.0,3.7,0.0,29.17,52977,48519,932,289,1819,58,265,62093,2667,2652,2924,7805,8855,4031,40.2,38.3,42.4,1799,14242
729,56010,2020-2021,Midland Public Schools,51.7,95.36,24,275,58,0,0.0,3.7,0.84,33.45,52977,48519,932,289,1819,58,265,62093,2667,2652,2924,7805,8855,4031,40.2,38.3,42.4,1799,14242
730,56020,2015-2016,Bullock Creek School District,39.4,96.24,14,9,5,0,0.0,0.0,0.0,9.57,9245,8943,40,12,32,5,67,58547,488,437,522,2194,1002,310,44.1,43.0,45.4,552,2739
731,56020,2016-2017,Bullock Creek School District,35.0,96.00,17,7,5,0,0.0,0.0,0.0,9.19,9245,8943,40,12,32,5,67,58547,488,437,522,2194,1002,310,44.1,43.0,45.4,552,2739
732,56020,2017-2018,Bullock Creek School District,43.2,95.79,14,10,5,0,0.0,0.0,0.0,9.06,9245,8943,40,12,32,5,67,58547,488,437,522,2194,1002,310,44.1,43.0,45.4,552,2739
733,56020,2018-2019,Bullock Creek School District,57.4,95.86,12,9,5,35,0.0,0.0,0.0,8.48,9245,8943,40,12,32,5,67,58547,488,437,522,2194,1002,310,44.1,43.0,45.4,552,2739
734,56020,2020-2021,Bullock Creek School District,37.5,98.20,9,11,10,44,0.0,0.0,0.0,12.65,9245,8943,40,12,32,5,67,58547,488,437,522,2194,1002,310,44.1,43.0,45.4,552,2739
735,57020,2015-2016,Lake City Area School District,38.6,94.07,6,4,5,0,0.0,0.0,1.59,13.37,8363,7960,57,77,21,0,9,42841,407,411,409,2103,535,208,45.6,45.9,45.2,636,2370
736,57020,2016-2017,Lake City Area School District,30.0,93.26,9,6,5,0,0.0,0.0,1.47,13.5,8363,7960,57,77,21,0,9,42841,407,411,409,2103,535,208,45.6,45.9,45.2,636,2370
737,57020,2017-2018,Lake City Area School District,20.0,92.39,13,7,5,0,0.0,0.0,1.39,14.55,8363,7960,57,77,21,0,9,42841,407,411,409,2103,535,208,45.6,45.9,45.2,636,2370
738,57020,2018-2019,Lake City Area School District,33.3,91.55,12,7,17,22,0.0,0.0,0.0,11.22,8363,7960,57,77,21,0,9,42841,407,411,409,2103,535,208,45.6,45.9,45.2,636,2370
739,57020,2020-2021,Lake City Area School District,33.8,87.26,9,8,13,14,0.0,0.0,0.0,14.52,8363,7960,57,77,21,0,9,42841,407,411,409,2103,535,208,45.6,45.9,45.2,636,2370
740,58010,2015-2016,Monroe Public Schools,22.5,94.12,12,38,138,0,0.0,0.0,0.32,11.38,47633,43754,2069,189,272,7,206,51473,2200,2286,2472,9729,3901,1852,41.1,40.5,41.9,3474,12401
741,58010,2016-2017,Monroe Public Schools,20.5,93.72,12,36,135,0,0.0,0.0,0.67,10.54,47633,43754,2069,189,272,7,206,51473,2200,2286,2472,9729,3901,1852,41.1,40.5,41.9,3474,12401
