,districtcode,schoolyear,districtname,8th_math_percentmet,attendance,american_indian_enrollment,asian_enrollment,english_language_learners_enrollment,early_middle_college_enrollment,admin_ineffective_percentage,admin_min_effective_percentage,teacher_min_effective_percentage,fundbalanceas%ofexpenditure,Estimate Total,Estimate Total White alone,Estimate Total Black or African American alone,Estimate Total American Indian and Alaska Native alone,Estimate Total Asian alone,Estimate Total Native Hawaiian and Other Pacific Islander alone,Estimate Total Some other race alone,Estimate Median household income in the past 12 months (in 2018 inflation-adjusted dollars),Estimate Total Enrolled in school Enrolled in grade 1 to grade 4,Estimate Total Enrolled in school Enrolled in grade 5 to grade 8,Estimate Total Enrolled in school Enrolled in grade 9 to grade 12,Estimate Total Regular high school diploma,Estimate Total Bachelor's degree,Estimate Total Master's degree,Estimate Median age -- Total,Estimate Median age -- Male,Estimate Median age -- Female,"Estimate Total Living in household with Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months",Estimate Total Family households
981,70350,2016-2017,Zeeland Public Schools,51.75,96.19,8,256,242,0,0.0,0.0,0.0,6.91,31357,27854,330,30,1360,0,985,71014,1712,2128,2064,6205,3986,1549,37.7,35.4,38.9,488,8597
982,70350,2017-2018,Zeeland Public Schools,53.2,95.25,8,249,242,0,0.0,0.0,0.0,9.24,31357,27854,330,30,1360,0,985,71014,1712,2128,2064,6205,3986,1549,37.7,35.4,38.9,488,8597
983,70350,2018-2019,Zeeland Public Schools,55.65,95.62,10,238,233,6,0.0,0.0,0.0,13.09,31357,27854,330,30,1360,0,985,71014,1712,2128,2064,6205,3986,1549,37.7,35.4,38.9,488,8597
984,70350,2020-2021,Zeeland Public Schools,37.15,96.51,4,218,237,0,0.0,0.0,0.15,17.22,31357,27854,330,30,1360,0,985,71014,1712,2128,2064,6205,3986,1549,37.7,35.4,38.9,488,8597
990,73040,2015-2016,Saginaw Township Community Schools,27.2,93.88,11,204,120,0,0.0,7.14,0.37,21.24,39562,32125,4085,138,1634,12,656,51842,1647,1551,1582,6351,5606,2668,44.2,41.7,46.2,1197,10591
991,73040,2016-2017,Saginaw Township Community Schools,25.4,93.51,12,214,135,0,0.0,0.0,0.0,20.95,39562,32125,4085,138,1634,12,656,51842,1647,1551,1582,6351,5606,2668,44.2,41.7,46.2,1197,10591
992,73040,2017-2018,Saginaw Township Community Schools,25.7,93.11,7,224,136,0,0.0,0.0,0.0,19.3,39562,32125,4085,138,1634,12,656,51842,1647,1551,1582,6351,5606,2668,44.2,41.7,46.2,1197,10591
993,73040,2018-2019,Saginaw Township Community Schools,33.3,92.95,8,197,99,44,0.0,0.0,0.35,20.85,39562,32125,4085,138,1634,12,656,51842,1647,1551,1582,6351,5606,2668,44.2,41.7,46.2,1197,10591
994,73040,2020-2021,Saginaw Township Community Schools,28.4,92.29,4,152,81,41,0.0,0.0,0.38,19.89,39562,32125,4085,138,1634,12,656,51842,1647,1551,1582,6351,5606,2668,44.2,41.7,46.2,1197,10591
995,73110,2015-2016,Chesaning Union Schools,47.4,93.49,2,8,5,0,0.0,0.0,0.0,9.38,10724,10268,80,23,57,0,162,50189,480,478,610,2939,808,294,45.3,44.8,45.7,518,3067
996,73110,2016-2017,Chesaning Union Schools,46.4,93.91,4,8,5,0,0.0,0.0,0.0,8.81,10724,10268,80,23,57,0,162,50189,480,478,610,2939,808,294,45.3,44.8,45.7,518,3067
997,73110,2017-2018,Chesaning Union Schools,42.7,93.07,5,5,5,0,0.0,0.0,1.85,9.47,10724,10268,80,23,57,0,162,50189,480,478,610,2939,808,294,45.3,44.8,45.7,518,3067
998,73110,2018-2019,Chesaning Union Schools,45.3,93.16,4,5,5,0,0.0,0.0,1.12,10.55,10724,10268,80,23,57,0,162,50189,480,478,610,2939,808,294,45.3,44.8,45.7,518,3067
999,73110,2020-2021,Chesaning Union Schools,54.9,92.94,4,2,5,3,0.0,0.0,0.0,16.56,10724,10268,80,23,57,0,162,50189,480,478,610,2939,808,294,45.3,44.8,45.7,518,3067
1000,73180,2015-2016,Bridgeport-Spaulding Community School District,2.5,91.55,1,2,13,0,0.0,0.0,0.0,-3.47,16001,9324,5306,52,40,0,498,37518,724,732,753,3912,996,291,41.5,40.8,44.1,1858,4197
1001,73180,2016-2017,Bridgeport-Spaulding Community School District,2.5,92.02,1,2,15,0,0.0,0.0,0.0,3.48,16001,9324,5306,52,40,0,498,37518,724,732,753,3912,996,291,41.5,40.8,44.1,1858,4197
1002,73180,2017-2018,Bridgeport-Spaulding Community School District,2.5,90.00,0,1,16,0,0.0,0.0,0.0,7.82,16001,9324,5306,52,40,0,498,37518,724,732,753,3912,996,291,41.5,40.8,44.1,1858,4197
1003,73180,2018-2019,Bridgeport-Spaulding Community School District,12.4,89.02,1,1,20,3,0.0,0.0,6.02,8.69,16001,9324,5306,52,40,0,498,37518,724,732,753,3912,996,291,41.5,40.8,44.1,1858,4197
1004,73180,2020-2021,Bridgeport-Spaulding Community School District,6.7,95.33,2,1,23,10,0.0,0.0,5.13,22.45,16001,9324,5306,52,40,0,498,37518,724,732,753,3912,996,291,41.5,40.8,44.1,1858,4197
1005,73190,2015-2016,Frankenmuth School District,53.5,96.68,0,10,10,0,0.0,0.0,0.0,38.48,9734,9594,77,9,0,0,7,70268,322,518,544,1831,1784,686,48.0,47.0,49.1,84,2717
1006,73190,2016-2017,Frankenmuth School District,52.2,96.39,1,10,5,0,0.0,0.0,0.0,40.16,9734,9594,77,9,0,0,7,70268,322,518,544,1831,1784,686,48.0,47.0,49.1,84,2717
1007,73190,2017-2018,Frankenmuth School District,58.3,96.15,1,13,15,0,0.0,0.0,0.0,38.13,9734,9594,77,9,0,0,7,70268,322,518,544,1831,1784,686,48.0,47.0,49.1,84,2717
1008,73190,2018-2019,Frankenmuth School District,51.6,96.15,0,14,14,8,0.0,0.0,0.0,37.88,9734,9594,77,9,0,0,7,70268,322,518,544,1831,1784,686,48.0,47.0,49.1,84,2717
1009,73190,2020-2021,Frankenmuth School District,44.7,88.14,0,15,5,6,0.0,0.0,0.0,40.73,9734,9594,77,9,0,0,7,70268,322,518,544,1831,1784,686,48.0,47.0,49.1,84,2717
1010,73200,2015-2016,Freeland Community School District,44.3,96.42,0,15,5,0,0.0,0.0,0.0,20.87,12147,11030,577,58,140,0,9,83731,718,661,700,1662,1674,680,40.4,37.6,43.5,167,3156
1011,73200,2016-2017,Freeland Community School District,44.4,95.89,3,14,5,0,0.0,0.0,0.0,21.13,12147,11030,577,58,140,0,9,83731,718,661,700,1662,1674,680,40.4,37.6,43.5,167,3156
1012,73200,2017-2018,Freeland Community School District,48.7,95.35,6,13,5,0,0.0,0.0,0.0,19.87,12147,11030,577,58,140,0,9,83731,718,661,700,1662,1674,680,40.4,37.6,43.5,167,3156
1013,73200,2018-2019,Freeland Community School District,53.5,95.60,8,16,5,32,0.0,0.0,0.5,22.05,12147,11030,577,58,140,0,9,83731,718,661,700,1662,1674,680,40.4,37.6,43.5,167,3156
1014,73200,2020-2021,Freeland Community School District,53.3,93.41,9,11,5,54,0.0,0.0,0.36,23.85,12147,11030,577,58,140,0,9,83731,718,661,700,1662,1674,680,40.4,37.6,43.5,167,3156
1015,73210,2015-2016,Hemlock Public School District,28.7,96.59,3,4,5,0,0.0,0.0,0.0,10.38,9317,9179,45,0,33,0,0,60112,425,384,594,2366,1260,237,47.6,45.7,50.1,296,2717
1016,73210,2016-2017,Hemlock Public School District,44.7,96.19,2,1,5,0,0.0,0.0,0.0,15.51,9317,9179,45,0,33,0,0,60112,425,384,594,2366,1260,237,47.6,45.7,50.1,296,2717
1017,73210,2017-2018,Hemlock Public School District,26.6,96.24,1,2,5,0,0.0,0.0,0.0,17.72,9317,9179,45,0,33,0,0,60112,425,384,594,2366,1260,237,47.6,45.7,50.1,296,2717
1018,73210,2018-2019,Hemlock Public School District,56.8,95.85,6,2,5,56,0.0,0.0,1.35,23.38,9317,9179,45,0,33,0,0,60112,425,384,594,2366,1260,237,47.6,45.7,50.1,296,2717
1019,73210,2020-2021,Hemlock Public School District,30.7,90.55,0,0,5,34,0.0,0.0,1.25,29.21,9317,9179,45,0,33,0,0,60112,425,384,594,2366,1260,237,47.6,45.7,50.1,296,2717
1020,73230,2015-2016,Merrill Community Schools,38.6,95.47,5,0,5,0,0.0,0.0,0.0,12.1,5140,4997,3,19,3,0,47,52321,299,364,250,1339,416,139,41.3,39.5,42.4,341,1466
1021,73230,2016-2017,Merrill Community Schools,32.7,94.83,4,0,5,0,33.33,0.0,3.92,9.84,5140,4997,3,19,3,0,47,52321,299,364,250,1339,416,139,41.3,39.5,42.4,341,1466
1022,73230,2017-2018,Merrill Community Schools,17.4,95.27,3,1,5,0,0.0,0.0,1.89,4.43,5140,4997,3,19,3,0,47,52321,299,364,250,1339,416,139,41.3,39.5,42.4,341,1466
1023,73230,2018-2019,Merrill Community Schools,39.0,94.99,3,0,5,30,0.0,0.0,0.0,9.21,5140,4997,3,19,3,0,47,52321,299,364,250,1339,416,139,41.3,39.5,42.4,341,1466
1024,73230,2020-2021,Merrill Community Schools,17.9,94.57,1,0,5,40,0.0,0.0,0.0,21.0,5140,4997,3,19,3,0,47,52321,299,364,250,1339,416,139,41.3,39.5,42.4,341,1466
1035,74010,2015-2016,Port Huron Area School District,22.0,94.57,70,71,69,0,0.0,0.0,0.52,8.09,66134,59017,2920,103,550,26,352,46671,3120,3829,3467,12541,5128,2398,40.6,38.8,42.6,5340,16801
1036,74010,2016-2017,Port Huron Area School District,25.2,93.52,54,72,56,0,0.0,0.0,0.0,9.38,66134,59017,2920,103,550,26,352,46671,3120,3829,3467,12541,5128,2398,40.6,38.8,42.6,5340,16801
1037,74010,2017-2018,Port Huron Area School District,17.0,92.80,47,68,56,0,0.0,0.0,1.9,10.48,66134,59017,2920,103,550,26,352,46671,3120,3829,3467,12541,5128,2398,40.6,38.8,42.6,5340,16801
1038,74010,2018-2019,Port Huron Area School District,30.899999999999995,92.38,35,58,52,36,3.33,0.0,0.0,12.98,66134,59017,2920,103,550,26,352,46671,3120,3829,3467,12541,5128,2398,40.6,38.8,42.6,5340,16801
1039,74010,2020-2021,Port Huron Area School District,25.0,96.18,25,42,46,52,0.0,2.7,0.46,24.09,66134,59017,2920,103,550,26,352,46671,3120,3829,3467,12541,5128,2398,40.6,38.8,42.6,5340,16801
1040,74050,2015-2016,East China School District,34.45,95.94,4,32,5,0,0.0,0.0,0.0,10.31,29230,28400,111,18,258,0,156,63739,1239,1643,1742,6350,2694,1270,44.8,43.4,46.9,746,8000
1041,74050,2016-2017,East China School District,39.05,95.56,9,30,15,0,0.0,0.0,1.14,10.38,29230,28400,111,18,258,0,156,63739,1239,1643,1742,6350,2694,1270,44.8,43.4,46.9,746,8000
1042,74050,2017-2018,East China School District,38.349999999999994,95.28,9,32,19,0,0.0,0.0,0.34,9.03,29230,28400,111,18,258,0,156,63739,1239,1643,1742,6350,2694,1270,44.8,43.4,46.9,746,8000
1043,74050,2018-2019,East China School District,45.55,95.15,8,32,18,26,0.0,0.0,0.0,9.76,29230,28400,111,18,258,0,156,63739,1239,1643,1742,6350,2694,1270,44.8,43.4,46.9,746,8000
1044,74050,2020-2021,East China School District,35.400000000000006,93.56,9,24,12,49,0.0,0.0,0.0,15.92,29230,28400,111,18,258,0,156,63739,1239,1643,1742,6350,2694,1270,44.8,43.4,46.9,746,8000
1045,74100,2015-2016,Marysville Public Schools,39.0,96.29,3,14,5,0,0.0,0.0,0.7,12.87,14525,13851,65,39,95,0,92,64603,616,647,821,2925,1543,542,43.9,44.4,43.6,667,4089
1046,74100,2016-2017,Marysville Public Schools,33.3,95.54,8,12,5,0,0.0,0.0,1.38,13.31,14525,13851,65,39,95,0,92,64603,616,647,821,2925,1543,542,43.9,44.4,43.6,667,4089
1047,74100,2017-2018,Marysville Public Schools,48.0,95.46,6,12,5,0,0.0,0.0,0.0,12.39,14525,13851,65,39,95,0,92,64603,616,647,821,2925,1543,542,43.9,44.4,43.6,667,4089
1048,74100,2018-2019,Marysville Public Schools,51.8,95.17,4,10,5,2,0.0,0.0,0.0,14.82,14525,13851,65,39,95,0,92,64603,616,647,821,2925,1543,542,43.9,44.4,43.6,667,4089
1049,74100,2020-2021,Marysville Public Schools,40.0,95.96,7,8,5,30,0.0,0.0,0.0,35.4,14525,13851,65,39,95,0,92,64603,616,647,821,2925,1543,542,43.9,44.4,43.6,667,4089
1050,75010,2015-2016,Sturgis Public Schools,30.2,92.10,1,25,647,0,0.0,0.0,1.0,15.38,17406,15441,99,114,17,24,1255,44187,1077,1044,1229,3576,777,387,36.6,35.0,38.3,1469,4608
1051,75010,2016-2017,Sturgis Public Schools,33.7,95.55,0,29,667,0,0.0,0.0,0.0,13.14,17406,15441,99,114,17,24,1255,44187,1077,1044,1229,3576,777,387,36.6,35.0,38.3,1469,4608
1052,75010,2017-2018,Sturgis Public Schools,28.6,93.00,1,31,691,0,0.0,0.0,0.0,14.35,17406,15441,99,114,17,24,1255,44187,1077,1044,1229,3576,777,387,36.6,35.0,38.3,1469,4608
1053,75010,2018-2019,Sturgis Public Schools,23.4,94.66,2,29,693,59,0.0,0.0,0.0,18.91,17406,15441,99,114,17,24,1255,44187,1077,1044,1229,3576,777,387,36.6,35.0,38.3,1469,4608
1054,75010,2020-2021,Sturgis Public Schools,17.3,90.13,3,30,629,60,0.0,0.0,0.0,22.85,17406,15441,99,114,17,24,1255,44187,1077,1044,1229,3576,777,387,36.6,35.0,38.3,1469,4608
1055,75050,2015-2016,Constantine Public School District,27.7,91.97,2,9,5,0,0.0,0.0,6.19,13.22,7633,7230,17,10,64,0,23,55063,401,337,388,1955,478,152,44.7,44.6,44.9,350,2196
1056,75050,2016-2017,Constantine Public School District,21.6,92.60,2,10,10,0,0.0,0.0,3.45,22.51,7633,7230,17,10,64,0,23,55063,401,337,388,1955,478,152,44.7,44.6,44.9,350,2196
1057,75050,2017-2018,Constantine Public School District,23.7,91.07,2,12,14,0,0.0,0.0,2.11,22.51,7633,7230,17,10,64,0,23,55063,401,337,388,1955,478,152,44.7,44.6,44.9,350,2196
1058,75050,2018-2019,Constantine Public School District,28.7,93.06,4,11,15,36,0.0,0.0,2.84,26.2,7633,7230,17,10,64,0,23,55063,401,337,388,1955,478,152,44.7,44.6,44.9,350,2196
1059,75050,2020-2021,Constantine Public School District,20.5,90.28,3,5,19,25,9.09,0.0,1.8,41.29,7633,7230,17,10,64,0,23,55063,401,337,388,1955,478,152,44.7,44.6,44.9,350,2196
1060,75060,2015-2016,Mendon Community School District,13.0,98.50,2,10,5,0,0.0,0.0,0.0,10.4,3382,3318,22,13,9,6,0,62600,190,206,211,723,230,181,41.7,40.8,42.1,85,974
1061,75060,2016-2017,Mendon Community School District,13.0,98.25,1,8,5,0,0.0,0.0,0.0,11.59,3382,3318,22,13,9,6,0,62600,190,206,211,723,230,181,41.7,40.8,42.1,85,974
1062,75060,2017-2018,Mendon Community School District,16.7,91.78,0,5,5,0,0.0,0.0,3.85,8.7,3382,3318,22,13,9,6,0,62600,190,206,211,723,230,181,41.7,40.8,42.1,85,974
1063,75060,2018-2019,Mendon Community School District,41.7,93.79,0,4,14,11,0.0,0.0,7.89,12.21,3382,3318,22,13,9,6,0,62600,190,206,211,723,230,181,41.7,40.8,42.1,85,974
1064,75060,2020-2021,Mendon Community School District,22.5,93.18,1,2,10,3,0.0,0.0,0.0,36.2,3382,3318,22,13,9,6,0,62600,190,206,211,723,230,181,41.7,40.8,42.1,85,974
1065,75080,2015-2016,Three Rivers Community Schools,12.0,94.56,2,29,79,0,0.0,0.0,1.22,18.3,18008,15480,1067,61,195,0,269,51403,856,1127,953,3741,1587,649,38.9,37.8,39.8,1252,4807
1066,75080,2016-2017,Three Rivers Community Schools,13.6,94.33,3,27,88,0,0.0,0.0,1.25,19.34,18008,15480,1067,61,195,0,269,51403,856,1127,953,3741,1587,649,38.9,37.8,39.8,1252,4807
1067,75080,2017-2018,Three Rivers Community Schools,18.4,94.15,6,22,90,0,0.0,0.0,1.46,21.73,18008,15480,1067,61,195,0,269,51403,856,1127,953,3741,1587,649,38.9,37.8,39.8,1252,4807
1068,75080,2018-2019,Three Rivers Community Schools,27.5,94.75,6,18,68,10,0.0,10.0,0.0,15.64,18008,15480,1067,61,195,0,269,51403,856,1127,953,3741,1587,649,38.9,37.8,39.8,1252,4807
1069,75080,2020-2021,Three Rivers Community Schools,26.5,88.92,7,15,71,14,0.0,0.0,0.35,11.64,18008,15480,1067,61,195,0,269,51403,856,1127,953,3741,1587,649,38.9,37.8,39.8,1252,4807
1070,77010,2015-2016,Manistique Area Schools,18.6,94.92,175,4,5,0,0.0,0.0,0.0,7.0,7140,6233,41,475,28,0,5,40280,256,304,327,1959,610,188,51.0,50.1,52.0,515,1888
1071,77010,2016-2017,Manistique Area Schools,20.3,93.32,176,1,5,0,0.0,0.0,1.82,9.72,7140,6233,41,475,28,0,5,40280,256,304,327,1959,610,188,51.0,50.1,52.0,515,1888
1072,77010,2017-2018,Manistique Area Schools,15.7,93.84,164,0,5,0,0.0,0.0,0.0,13.73,7140,6233,41,475,28,0,5,40280,256,304,327,1959,610,188,51.0,50.1,52.0,515,1888
1073,77010,2018-2019,Manistique Area Schools,50.0,92.82,163,2,5,3,0.0,0.0,0.0,18.06,7140,6233,41,475,28,0,5,40280,256,304,327,1959,610,188,51.0,50.1,52.0,515,1888
1074,77010,2020-2021,Manistique Area Schools,34.3,93.40,143,1,5,12,0.0,0.0,0.84,32.8,7140,6233,41,475,28,0,5,40280,256,304,327,1959,610,188,51.0,50.1,52.0,515,1888
1075,78020,2015-2016,Byron Area Schools,31.4,95.67,14,5,5,0,0.0,0.0,0.0,10.56,6234,6090,0,59,16,0,2,68993,247,210,527,1564,523,230,45.1,42.0,46.9,342,1854
1076,78020,2016-2017,Byron Area Schools,26.9,96.54,13,11,5,0,0.0,0.0,5.26,8.99,6234,6090,0,59,16,0,2,68993,247,210,527,1564,523,230,45.1,42.0,46.9,342,1854
1077,78020,2017-2018,Byron Area Schools,33.3,95.22,11,10,5,0,0.0,0.0,0.0,9.29,6234,6090,0,59,16,0,2,68993,247,210,527,1564,523,230,45.1,42.0,46.9,342,1854
1078,78020,2018-2019,Byron Area Schools,46.2,95.29,8,3,5,53,0.0,0.0,3.51,8.6,6234,6090,0,59,16,0,2,68993,247,210,527,1564,523,230,45.1,42.0,46.9,342,1854
1079,78020,2020-2021,Byron Area Schools,29.6,94.39,3,3,5,53,0.0,0.0,1.89,16.44,6234,6090,0,59,16,0,2,68993,247,210,527,1564,523,230,45.1,42.0,46.9,342,1854
1080,78110,2015-2016,Owosso Public Schools,14.3,94.32,2,16,5,0,0.0,0.0,1.12,13.35,24094,23294,131,44,49,18,72,45664,1469,1127,1131,5149,1975,674,38.5,37.5,40.1,1826,6483
1081,78110,2016-2017,Owosso Public Schools,14.4,93.93,4,16,5,0,0.0,0.0,0.55,13.22,24094,23294,131,44,49,18,72,45664,1469,1127,1131,5149,1975,674,38.5,37.5,40.1,1826,6483
1082,78110,2017-2018,Owosso Public Schools,16.9,92.70,3,14,5,0,0.0,0.0,2.06,11.55,24094,23294,131,44,49,18,72,45664,1469,1127,1131,5149,1975,674,38.5,37.5,40.1,1826,6483
1083,78110,2018-2019,Owosso Public Schools,33.9,92.32,4,15,5,59,0.0,0.0,0.52,14.69,24094,23294,131,44,49,18,72,45664,1469,1127,1131,5149,1975,674,38.5,37.5,40.1,1826,6483
1084,78110,2020-2021,Owosso Public Schools,22.4,88.27,2,9,5,50,0.0,0.0,0.0,17.99,24094,23294,131,44,49,18,72,45664,1469,1127,1131,5149,1975,674,38.5,37.5,40.1,1826,6483
1085,79020,2015-2016,Caro Community Schools,27.1,95.17,11,15,5,0,0.0,14.29,3.85,26.96,11355,10918,169,31,108,0,0,45293,478,527,708,2674,877,385,46.1,43.4,48.2,595,2948
1086,79020,2016-2017,Caro Community Schools,23.0,95.10,10,13,5,0,0.0,0.0,0.0,26.09,11355,10918,169,31,108,0,0,45293,478,527,708,2674,877,385,46.1,43.4,48.2,595,2948
1087,79020,2017-2018,Caro Community Schools,21.7,94.55,10,13,5,0,0.0,0.0,2.04,29.87,11355,10918,169,31,108,0,0,45293,478,527,708,2674,877,385,46.1,43.4,48.2,595,2948
1088,79020,2018-2019,Caro Community Schools,41.4,94.76,8,13,5,0,0.0,0.0,1.94,29.46,11355,10918,169,31,108,0,0,45293,478,527,708,2674,877,385,46.1,43.4,48.2,595,2948
1089,79020,2020-2021,Caro Community Schools,21.8,94.82,7,8,5,0,0.0,12.5,0.0,35.38,11355,10918,169,31,108,0,0,45293,478,527,708,2674,877,385,46.1,43.4,48.2,595,2948
1090,79090,2015-2016,Mayville Community School District,5.0,92.15,3,3,5,0,0.0,0.0,6.38,5.21,6538,6346,76,12,11,0,35,48649,305,381,368,1871,351,161,43.3,43.0,43.9,588,1863
1091,79090,2016-2017,Mayville Community School District,17.1,91.07,3,2,5,0,0.0,0.0,0.0,8.12,6538,6346,76,12,11,0,35,48649,305,381,368,1871,351,161,43.3,43.0,43.9,588,1863
1092,79090,2017-2018,Mayville Community School District,10.2,93.35,3,3,5,0,0.0,0.0,0.0,11.36,6538,6346,76,12,11,0,35,48649,305,381,368,1871,351,161,43.3,43.0,43.9,588,1863
1093,79090,2018-2019,Mayville Community School District,13.5,94.22,4,3,5,0,0.0,0.0,0.0,16.77,6538,6346,76,12,11,0,35,48649,305,381,368,1871,351,161,43.3,43.0,43.9,588,1863
1094,79090,2020-2021,Mayville Community School District,14.6,94.30,1,0,5,0,0.0,0.0,0.0,33.5,6538,6346,76,12,11,0,35,48649,305,381,368,1871,351,161,43.3,43.0,43.9,588,1863
1095,79110,2015-2016,Reese Public Schools,29.6,96.28,1,9,5,0,0.0,0.0,5.08,14.61,5564,5391,24,34,13,0,60,55266,189,226,220,1506,517,78,44.2,42.5,45.5,436,1635
1096,79110,2016-2017,Reese Public Schools,28.1,95.99,1,6,5,0,0.0,0.0,9.23,15.07,5564,5391,24,34,13,0,60,55266,189,226,220,1506,517,78,44.2,42.5,45.5,436,1635
1097,79110,2017-2018,Reese Public Schools,28.4,96.22,0,4,5,0,0.0,0.0,6.35,15.15,5564,5391,24,34,13,0,60,55266,189,226,220,1506,517,78,44.2,42.5,45.5,436,1635
1098,79110,2018-2019,Reese Public Schools,37.5,95.67,0,6,5,0,0.0,0.0,3.03,16.08,5564,5391,24,34,13,0,60,55266,189,226,220,1506,517,78,44.2,42.5,45.5,436,1635
1099,79110,2020-2021,Reese Public Schools,34.0,94.89,1,6,5,0,0.0,0.0,6.35,17.74,5564,5391,24,34,13,0,60,55266,189,226,220,1506,517,78,44.2,42.5,45.5,436,1635
1100,80010,2015-2016,South Haven Public Schools,38.3,94.82,9,11,265,0,0.0,0.0,3.52,15.11,13266,11331,839,37,99,0,442,48420,619,563,601,2245,1456,808,46.8,44.6,49.4,870,3458
1101,80010,2016-2017,South Haven Public Schools,35.2,95.10,12,9,244,0,0.0,0.0,2.17,16.33,13266,11331,839,37,99,0,442,48420,619,563,601,2245,1456,808,46.8,44.6,49.4,870,3458
1102,80010,2017-2018,South Haven Public Schools,27.9,92.80,14,9,205,0,0.0,0.0,1.25,15.98,13266,11331,839,37,99,0,442,48420,619,563,601,2245,1456,808,46.8,44.6,49.4,870,3458
1103,80010,2018-2019,South Haven Public Schools,29.5,91.49,12,11,193,0,0.0,0.0,1.27,15.93,13266,11331,839,37,99,0,442,48420,619,563,601,2245,1456,808,46.8,44.6,49.4,870,3458
1104,80010,2020-2021,South Haven Public Schools,18.1,94.70,12,13,157,7,0.0,0.0,0.0,15.18,13266,11331,839,37,99,0,442,48420,619,563,601,2245,1456,808,46.8,44.6,49.4,870,3458
1105,80040,2015-2016,Covert Public Schools,10.0,94.31,0,1,93,0,0.0,0.0,0.0,79.69,2948,1802,632,0,6,0,343,33004,184,102,183,324,131,55,41.6,42.0,41.3,249,711
1106,80040,2016-2017,Covert Public Schools,10.0,94.52,0,0,117,0,0.0,0.0,3.7,99.66,2948,1802,632,0,6,0,343,33004,184,102,183,324,131,55,41.6,42.0,41.3,249,711
1107,80040,2017-2018,Covert Public Schools,10.0,91.29,0,0,110,0,0.0,0.0,0.0,24.43,2948,1802,632,0,6,0,343,33004,184,102,183,324,131,55,41.6,42.0,41.3,249,711
1108,80040,2018-2019,Covert Public Schools,28.0,91.54,0,0,135,1,0.0,0.0,6.67,75.66,2948,1802,632,0,6,0,343,33004,184,102,183,324,131,55,41.6,42.0,41.3,249,711
1109,80040,2020-2021,Covert Public Schools,10.0,46.38,0,0,130,1,0.0,0.0,0.0,138.58,2948,1802,632,0,6,0,343,33004,184,102,183,324,131,55,41.6,42.0,41.3,249,711
1110,80090,2015-2016,Bloomingdale Public School District,13.5,96.34,9,0,206,0,0.0,0.0,1.32,8.13,7484,6109,489,14,0,0,727,42446,402,460,495,1727,518,137,39.1,38.8,39.3,551,1818
1111,80090,2016-2017,Bloomingdale Public School District,6.8,96.57,5,0,210,0,0.0,0.0,2.7,9.16,7484,6109,489,14,0,0,727,42446,402,460,495,1727,518,137,39.1,38.8,39.3,551,1818
1112,80090,2017-2018,Bloomingdale Public School District,13.0,91.92,5,0,232,0,0.0,12.5,2.6,10.04,7484,6109,489,14,0,0,727,42446,402,460,495,1727,518,137,39.1,38.8,39.3,551,1818
1113,80090,2018-2019,Bloomingdale Public School District,14.3,93.03,4,1,264,6,0.0,0.0,0.0,10.72,7484,6109,489,14,0,0,727,42446,402,460,495,1727,518,137,39.1,38.8,39.3,551,1818
1114,80090,2020-2021,Bloomingdale Public School District,11.3,89.39,3,0,268,5,0.0,0.0,0.0,20.62,7484,6109,489,14,0,0,727,42446,402,460,495,1727,518,137,39.1,38.8,39.3,551,1818
1115,80140,2015-2016,Lawton Community School District,32.8,96.13,1,2,60,0,0.0,0.0,2.78,30.05,5543,4952,76,16,14,0,150,53529,212,303,303,928,545,219,42.9,41.3,45.3,433,1584
1116,80140,2016-2017,Lawton Community School District,12.5,96.11,1,2,60,0,0.0,0.0,2.63,30.37,5543,4952,76,16,14,0,150,53529,212,303,303,928,545,219,42.9,41.3,45.3,433,1584
1117,80140,2017-2018,Lawton Community School District,26.9,94.13,0,0,58,0,0.0,0.0,0.0,29.22,5543,4952,76,16,14,0,150,53529,212,303,303,928,545,219,42.9,41.3,45.3,433,1584
1118,80140,2018-2019,Lawton Community School District,42.5,94.77,0,0,58,18,0.0,0.0,0.0,29.23,5543,4952,76,16,14,0,150,53529,212,303,303,928,545,219,42.9,41.3,45.3,433,1584
1119,80140,2020-2021,Lawton Community School District,20.0,94.61,0,3,43,13,0.0,0.0,0.0,34.81,5543,4952,76,16,14,0,150,53529,212,303,303,928,545,219,42.9,41.3,45.3,433,1584
1120,80150,2015-2016,Mattawan Consolidated School,44.8,96.06,24,70,36,0,0.0,0.0,1.02,8.51,19031,17666,209,16,372,0,183,91449,981,1505,1207,2154,3219,1367,41.0,39.4,41.7,427,5550
1121,80150,2016-2017,Mattawan Consolidated School,48.2,95.83,26,77,46,0,0.0,0.0,1.01,8.68,19031,17666,209,16,372,0,183,91449,981,1505,1207,2154,3219,1367,41.0,39.4,41.7,427,5550
1122,80150,2017-2018,Mattawan Consolidated School,41.4,94.88,20,62,39,0,0.0,0.0,0.66,8.7,19031,17666,209,16,372,0,183,91449,981,1505,1207,2154,3219,1367,41.0,39.4,41.7,427,5550
1123,80150,2018-2019,Mattawan Consolidated School,55.5,95.19,15,56,32,11,0.0,0.0,0.33,11.15,19031,17666,209,16,372,0,183,91449,981,1505,1207,2154,3219,1367,41.0,39.4,41.7,427,5550
